,course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject
632,302450,10 Numbers Every Business Owner Should Know,https://www.udemy.com/10-numbers-every-business-owner-should-know/,TRUE,20,13,1,9,All Levels,1,2015-03-08T19:11:24Z,Business Finance
633,302456,Bookkeeping Made Simple,https://www.udemy.com/bookkeeping-made-simple/,TRUE,40,61,16,22,All Levels,2.5,2015-07-16T20:51:43Z,Business Finance
634,302468,How to read a Profit & Loss Account and Balance Sheet,https://www.udemy.com/how-to-read-a-profit-loss-account-and-balance-sheet/,TRUE,20,49,10,13,All Levels,2,2014-09-22T04:05:52Z,Business Finance
635,302484,A Practical Guide to Wealth Creation,https://www.udemy.com/wealth-creation/,TRUE,35,6,0,7,All Levels,1,2016-11-18T14:51:43Z,Business Finance
636,302562,Introduction to Accounting: The Language of Business,https://www.udemy.com/learnaccountingforfree/,TRUE,20,11958,370,134,Beginner Level,11.5,2014-10-02T09:16:55Z,Business Finance
637,303042,Photoshop CS 6 ile Fotoğraf İşlemenin Temelleri,https://www.udemy.com/photoshop-cs-6-ile-fotograf-islemenin-temelleri/,TRUE,20,86,10,78,Beginner Level,6,2015-02-13T07:07:44Z,Graphic Design
638,303514,Projects in CSS,https://www.udemy.com/projects-in-css/,TRUE,60,4689,216,54,All Levels,10,2014-09-23T06:13:59Z,Web Development
639,304000,Financial Modelling for entrepreneurs,https://www.udemy.com/financial-modelling-for-entrepreneurs/,TRUE,20,232,7,17,All Levels,1,2014-09-20T08:26:56Z,Business Finance
640,304410,Credit Control Procedures,https://www.udemy.com/credit-control/,TRUE,20,3,0,6,All Levels,0.566666667,2014-09-22T03:58:46Z,Business Finance
641,304414,Bookkeeping Systems,https://www.udemy.com/bookkeeping-systems/,TRUE,20,20,1,9,All Levels,1,2014-09-22T05:16:06Z,Business Finance
642,304420,Breakeven Analysis and Pricing,https://www.udemy.com/breakeven-analysis-and-pricing/,TRUE,20,27,2,10,All Levels,1,2014-09-22T04:32:37Z,Business Finance
643,304422,Flow Management and Forecasting,https://www.udemy.com/cashflow-management-and-forecasting/,TRUE,20,16,2,10,All Levels,1,2014-09-22T04:57:47Z,Business Finance
644,304424,Numbers for the  Business Plan,https://www.udemy.com/numbers-for-the-business-plan/,TRUE,20,210,1,12,All Levels,1.5,2014-09-22T05:12:53Z,Business Finance
645,304426,Bank Reconciliation & VAT on Excel,https://www.udemy.com/bank-reconciliation-vat-on-excel/,TRUE,20,30,5,19,All Levels,1.5,2014-09-22T04:56:43Z,Business Finance
646,304490,A 13 Hour SQL Server 2014 /ASP.NET/CSS/C#/jQuery Course,https://www.udemy.com/learnsqlwithsqlserver2014/,TRUE,35,4183,231,86,Intermediate Level,14,2014-10-12T06:29:05Z,Web Development
647,305368,NPV and IRR Techniques for CA / CFA / CPA Exams,https://www.udemy.com/business-investment-decisions/,TRUE,20,1551,5,55,Beginner Level,7.5,2014-09-22T14:30:17Z,Business Finance
648,306360,How to Read Financial Statements:  Build Financial Literacy.,https://www.udemy.com/learn-how-to-read-financial-statements/,TRUE,25,188,10,20,Beginner Level,1.5,2014-12-19T18:23:17Z,Business Finance
649,306556,Backbone Tutorial: Learn Backbonejs from Scratch,https://www.udemy.com/backbonejs-tutorial/,TRUE,90,4957,634,60,All Levels,5.5,2014-10-27T07:29:00Z,Web Development
650,307080,Introducción a la contabilidad,https://www.udemy.com/contabilidad-en-una-hora/,TRUE,20,193,19,14,Beginner Level,1,2014-12-17T12:50:58Z,Business Finance
651,308690,Forex Trading A-Z™ - With LIVE Examples of Forex Trading,https://www.udemy.com/forex-trading/,TRUE,195,16900,2476,52,Beginner Level,5.5,2014-12-12T23:58:39Z,Business Finance
652,308694,"Forex Strategies: Kelly Criterion, Larry Williams and more!",https://www.udemy.com/money-management/,TRUE,185,5528,506,32,All Levels,3,2015-02-19T11:31:27Z,Business Finance
653,308696,Forex MetaTrader 4: Master MT4 Like A Pro Forex Trader,https://www.udemy.com/metatrader4/,TRUE,150,2602,402,57,Beginner Level,5,2015-10-28T17:32:56Z,Business Finance
654,309370,Bootstrap 3 -> Profitable WordPress Theme Development!,https://www.udemy.com/bootstrap-wordpress/,TRUE,40,5547,80,40,All Levels,3.5,2014-10-22T17:39:21Z,Web Development
655,309820,ASP.Net MVC Quick Start,https://www.udemy.com/aspnet-mvc-quick-start/,FALSE,0,15092,1234,65,Intermediate Level,5.5,2016-08-23T15:59:10Z,Web Development
656,309854,How to invest in Russian equity market,https://www.udemy.com/how-to-invest-in-russian-equity-market/,TRUE,30,3,0,12,Intermediate Level,1.5,2015-09-15T18:28:43Z,Business Finance
657,310652,How To Sell Practically Anything: Professional Design Mockup,https://www.udemy.com/how-to-sell-practically-anything-professional-design-mockup/,TRUE,50,52,2,19,All Levels,2.5,2014-10-08T09:08:28Z,Graphic Design
658,311530,"Learn How to Play Blues, Rock, & Boogie Woogie Piano Today",https://www.udemy.com/learn-how-to-play-blues-rock-boogie-woogie-piano-today/,TRUE,45,2346,11,14,All Levels,0.65,2014-10-08T22:07:46Z,Musical Instruments
659,311538,Foundations of Front-End Web Development,https://www.udemy.com/foundations-of-front-end-development/,FALSE,0,8337,300,129,Beginner Level,20.5,2014-12-12T21:47:15Z,Web Development
660,311638,Joomla 3 : Develop a Professional Website in 3 Simple Steps!,https://www.udemy.com/develop-a-professional-hotel-website-using-joomla-3x/,TRUE,35,1309,74,43,All Levels,5,2015-03-13T18:53:07Z,Web Development
661,311846,How to Create Vector Characters in Illustrator or Photoshop,https://www.udemy.com/how-to-create-vector-characters-in-illustrator-or-photoshop/,TRUE,25,92,3,15,Beginner Level,3.5,2014-10-02T17:40:19Z,Graphic Design
662,311916,Create a Responsive Website with Bootstrap 3,https://www.udemy.com/create-a-responsive-website-with-bootstrap-3/,TRUE,50,4076,39,22,Intermediate Level,3,2014-10-28T02:25:42Z,Web Development
663,312834,Professional Trading With Institutional Supply & Demand,https://www.udemy.com/professional-trading-with-institutional-supply-demand/,TRUE,200,343,84,37,All Levels,5.5,2014-11-24T10:19:35Z,Business Finance
664,312860,"IAS 16-Property,Plant and Equipment ",https://www.udemy.com/ias-16-propertyplant-and-equipment/,FALSE,0,2166,38,20,All Levels,3,2014-10-06T09:11:10Z,Business Finance
665,313484,Laravel 4 try and enjoy php coding,https://www.udemy.com/laravel-4-try-and-enjoy-php-coding/,TRUE,20,2402,26,23,Beginner Level,2,2014-10-20T10:48:09Z,Web Development
666,313512,Financial Reporting - Fundamentals/Basics,https://www.udemy.com/financial-reporting-fundamentals/,TRUE,20,2,0,28,Beginner Level,2.5,2014-11-08T02:53:57Z,Business Finance
667,314462,Quickstart AngularJS,https://www.udemy.com/quickstart-angularjs/,FALSE,0,64128,4047,17,Beginner Level,1.5,2014-11-22T12:42:22Z,Web Development
668,314698,Learn Photoshop Quickly (For Bloggers & Web Images),https://www.udemy.com/pscourse/,TRUE,80,806,53,28,Beginner Level,2.5,2014-10-08T22:31:26Z,Graphic Design
669,315576,Guitar Crash Course (No Experience Necessary),https://www.udemy.com/hub-guitar-crash-course/,FALSE,0,5769,78,29,Beginner Level,1,2015-01-22T03:23:59Z,Musical Instruments
670,315716,15 Mandamientos para ganar dinero en Bolsa,https://www.udemy.com/15-mandamientos-para-ganar-dinero-en-bolsa/,TRUE,20,45,2,49,All Levels,8.5,2014-10-14T17:33:27Z,Business Finance
671,315812,Gibson's Learn & Master Guitar,https://www.udemy.com/learnandmasterguitar/,TRUE,50,103,33,309,All Levels,38,2014-10-30T14:39:14Z,Musical Instruments
672,316704,Introductory JavaScript Made Easy Training Tutorial,https://www.udemy.com/introductory-javascript-made-easy-training-tutorial/,TRUE,20,9381,138,131,Beginner Level,11,2014-10-15T15:23:00Z,Web Development
673,316750,Technical Analysis 101: Master the Basics of Trading,https://www.udemy.com/master-the-basics-of-trading-through-support-and-resistance/,TRUE,95,2688,61,50,All Levels,2,2015-05-13T22:54:25Z,Business Finance
674,317030,Learn how to double your Forex Trading Account in one trade,https://www.udemy.com/learn-how-to-double-your-forex-trading-account-in-one-trade/,TRUE,60,2900,424,36,Intermediate Level,2.5,2014-10-19T22:04:51Z,Business Finance
675,317278,Typographic Logos: Typography and Lettering for Logo Design,https://www.udemy.com/typographic-logos-typography-and-lettering-for-logo-design/,TRUE,25,4235,427,20,Intermediate Level,1.5,2014-10-16T19:30:01Z,Graphic Design
676,317572,Accounting 1 Simplified for You,https://www.udemy.com/accounting-1-simplified-for-you/,TRUE,45,2490,95,13,Beginner Level,3,2014-11-10T03:28:26Z,Business Finance
677,318638,Projects In JavaScript & JQuery,https://www.udemy.com/projects-in-javascript-jquery/,TRUE,60,9109,620,50,All Levels,9,2014-10-16T09:56:39Z,Web Development
678,319020,Investing: How I Consistently Beat The Stock Market,https://www.udemy.com/beat-the-stock-market/,TRUE,200,2000,31,34,All Levels,4.5,2014-12-11T20:35:05Z,Business Finance
679,320238,Jazz piano improvisation: The girl form Ipanema. Bossa nova,https://www.udemy.com/girl_from_ipanema/,TRUE,30,151,1,5,All Levels,0.55,2014-10-16T12:34:42Z,Musical Instruments
680,320798,How To Create A WordPress Website Without Paying A Developer,https://www.udemy.com/wordpress-website-in-under-one-hour/,TRUE,20,4333,16,17,Beginner Level,1,2014-10-20T11:53:12Z,Web Development
681,321410,Beginner to Pro in Excel: Financial Modeling and Valuation,https://www.udemy.com/beginner-to-pro-in-excel-financial-modeling-and-valuation/,TRUE,195,22257,2697,138,All Levels,7.5,2014-11-25T23:00:40Z,Business Finance
682,322118,IFRS Financial Reporting,https://www.udemy.com/ifrs-financial-reporting/,TRUE,55,72,9,15,All Levels,3.5,2014-10-24T16:55:03Z,Business Finance
683,322332,Learn To Invest In 7 Steps,https://www.udemy.com/learn-to-invest/,TRUE,50,137,14,21,Beginner Level,3,2015-03-29T21:12:54Z,Business Finance
684,323196,Master Finance in Three Hours,https://www.udemy.com/basic-finance-for-startups-smes-quick-clear-practical/,TRUE,20,721,12,29,Beginner Level,3,2014-10-28T20:48:49Z,Business Finance
685,323828,"An Introduction: MT4 Email, Sound, Notification Forex Alerts",https://www.udemy.com/create-mt4-forex-email-sound-and-notification-alerts/,TRUE,20,323,30,11,Intermediate Level,0.616666667,2014-11-01T04:10:48Z,Business Finance
686,323916,Learn How To use Channels to find amazing Forex Entries,https://www.udemy.com/learn-how-to-use-channels-to-find-amazing-forex-entries/,TRUE,45,172,48,15,All Levels,1,2017-05-24T18:05:36Z,Business Finance
687,323950,Use the Magic Multiple Moving Average Forex Trading system,https://www.udemy.com/the-magic-multiple-moving-average-forex-trading-system/,TRUE,50,1097,252,10,Intermediate Level,1,2014-11-08T02:21:54Z,Business Finance
688,324224,Learn to Play the Flute: Beginner to Pro in Under Five Hours,https://www.udemy.com/beginnerflute/,TRUE,50,707,116,108,Beginner Level,7,2014-10-29T19:41:32Z,Musical Instruments
689,324226,Master Flute Playing: Intermediate Instruction Made Simple!,https://www.udemy.com/intermediateflute/,TRUE,50,288,15,100,Intermediate Level,6,2014-10-29T19:42:29Z,Musical Instruments
690,324656,Forex Trading,https://www.udemy.com/how-to-trade-forex/,TRUE,95,136,14,25,All Levels,4.5,2014-11-18T10:52:45Z,Business Finance
691,325834,Learn to Trade for Profit: Find and Trade Winning Stocks,https://www.udemy.com/trading-stocks-successfully-introduction-to-stock-trading/,TRUE,95,10605,71,77,All Levels,3,2014-10-24T18:13:49Z,Business Finance
692,326244,"Installing Wordpress 4 - Installation, Registrars & Hosting",https://www.udemy.com/installing-wordpress-domain-registrars-and-web-hosting/,TRUE,45,6117,188,28,Beginner Level,2.5,2014-10-31T07:21:32Z,Web Development
693,326310,Get Piano Skills TODAY!!! ,https://www.udemy.com/how-to-play-piano2/,TRUE,100,92,5,71,All Levels,3.5,2014-11-05T18:40:00Z,Musical Instruments
694,326326,SharePoint 2013 Development using C# - Part I,https://www.udemy.com/sharepoint2013development/,TRUE,50,891,101,119,All Levels,8.5,2014-11-06T13:59:44Z,Web Development
695,326338,OpenCV Computer Vision Application Programming ,https://www.udemy.com/opencv-computer-vision-application-programming/,TRUE,85,167,14,30,All Levels,2.5,2014-10-24T12:26:37Z,Graphic Design
696,326428,Learn Piano Scales: Play any song in any key! Like Pro's do,https://www.udemy.com/learn-piano-scales/,TRUE,50,1720,9,26,Beginner Level,2.5,2014-10-29T09:56:10Z,Musical Instruments
697,326948,Working Capital Management for CA / CFA / CPA Exams,https://www.udemy.com/working-capital-management/,TRUE,25,2342,9,33,Intermediate Level,3.5,2014-10-25T13:00:19Z,Business Finance
698,327310,Design Efficiency Intensive,https://www.udemy.com/fd-design-efficiency-intensive/,TRUE,20,6,0,5,Intermediate Level,0.55,2015-01-12T06:46:34Z,Graphic Design
699,327666,Digital Art for Beginners,https://www.udemy.com/digital-art-101-from-beginner-to-pro/,TRUE,150,3381,388,57,Beginner Level,15,2016-02-14T23:43:10Z,Graphic Design
700,327788,Bitcoin - A Comprehensive Guide,https://www.udemy.com/bitcoin-a-comprehensive-guide/,TRUE,20,283,13,35,All Levels,2.5,2015-01-27T04:10:17Z,Business Finance
701,327962,Forex Trading Profitably,https://www.udemy.com/learn-how-to-make-1000s-a-day-forex-trading-in-under-1-hour/,TRUE,20,512,13,15,All Levels,0.666666667,2014-11-04T12:37:45Z,Business Finance
702,328476,Complete ASP NET MVC Web Development - Newbie to Ninja!,https://www.udemy.com/better-web-development-pro-techniques-for-success/,TRUE,195,6073,627,66,All Levels,9,2014-11-24T21:10:49Z,Web Development
703,328842,Learn to invest in the Stock Market,https://www.udemy.com/learn-to-invest-in-the-stock-market/,TRUE,40,28,5,14,Beginner Level,1,2014-11-12T17:37:03Z,Business Finance
704,328960,Your Own Site in 45 Min: The Complete Wordpress Course,https://www.udemy.com/wordpress-sites/,TRUE,120,1566,29,36,All Levels,4,2015-04-20T22:15:17Z,Web Development
705,330900,Learn Grunt with Examples: Automate Your Front End Workflow,https://www.udemy.com/learn-grunt-automate-your-front-end-workflow/,TRUE,20,496,113,17,All Levels,1,2014-12-19T21:38:54Z,Web Development
706,331600,Learn Bookkeeping From Scratch,https://www.udemy.com/bookkeeping/,TRUE,20,168,2,21,All Levels,3,2014-11-05T21:43:45Z,Business Finance
707,331968,Trading: From Wall Street to Your Street,https://www.udemy.com/from-wall-street-to-your-street/,TRUE,50,312,24,37,Intermediate Level,5.5,2014-12-18T21:53:53Z,Business Finance
708,331970,Learn Oud 1 (No Prior Music Knowledge Required!),https://www.udemy.com/learn-oud/,TRUE,20,153,27,38,Beginner Level,3.5,2015-09-10T16:41:17Z,Musical Instruments
709,332252,"AngularJS for Beginners, Single-Page Applications Made Easy",https://www.udemy.com/angularjs-tutorial/,TRUE,200,1284,46,30,All Levels,1.5,2014-11-18T06:03:56Z,Web Development
710,332690,Introduction to Trade Theory (Technical Analysis) For Stocks,https://www.udemy.com/intro-price-theory-klatch-tminr/,TRUE,20,45,4,6,Beginner Level,1,2014-11-24T04:14:02Z,Business Finance
711,332848,Tax Strategy: Financial Planning for Beginners,https://www.udemy.com/taxsavingstrategy/,TRUE,200,1703,59,25,All Levels,2,2014-11-04T01:37:23Z,Business Finance
712,333046,The Ultimate Method for Learning Modern Piano & Keyboards,https://www.udemy.com/pianoandsynths/,TRUE,25,512,3,151,All Levels,2.5,2014-11-03T19:25:35Z,Musical Instruments
713,334530,Illustrator 101: Learn Quickly and Easily to create Artwork,https://www.udemy.com/make-money-freelancing-after-this-illustrator-course/,TRUE,40,452,3,37,All Levels,1,2014-11-25T03:36:40Z,Graphic Design
714,334820,Learn to Pick the Right Stock Broker Account,https://www.udemy.com/learn-to-pick-the-right-stock-broker-account/,TRUE,40,1102,3,14,Beginner Level,0.566666667,2014-12-24T21:50:11Z,Business Finance
715,334838,Economics - CFA Level 1 - 2014,https://www.udemy.com/economics-cfa-level-1-2014/,TRUE,20,135,20,24,Beginner Level,4,2014-11-08T13:48:00Z,Business Finance
716,335280,How to Safely Copy and Move Your WordPress Website,https://www.udemy.com/how-to-safely-copy-and-move-your-wordpress-website/,TRUE,60,1419,38,20,Intermediate Level,1.5,2014-11-05T13:21:19Z,Web Development
717,335902,eBook Cover Design,https://www.udemy.com/ebooks-cover-design/,TRUE,20,30,3,14,Intermediate Level,1.5,2014-11-04T20:56:51Z,Graphic Design
718,336446,Circular Breathing for musicians - practical skills,https://www.udemy.com/circular-breathing-for-musicians-practical-skills/,TRUE,25,261,4,17,All Levels,1.5,2014-11-06T10:11:14Z,Musical Instruments
719,336938,Learn How To Build a Web Application Without Coding,https://www.udemy.com/learn-how-to-build-a-web-application-without-coding/,FALSE,0,9364,311,10,Beginner Level,0.533333333,2015-03-04T21:44:18Z,Web Development
720,337072,Bestseller! Learn Photoshop in 1 Hour (No Experience Needed),https://www.udemy.com/learn-photoshop-in-one-hour-no-experience-needed/,TRUE,200,5471,72,39,Beginner Level,6.5,2015-03-05T22:03:28Z,Graphic Design
721,337320,Cash Flow Valuation: Develop Your Financial Literacy,https://www.udemy.com/financial-literacy-basics/,TRUE,105,2987,23,19,All Levels,2,2014-12-22T13:39:16Z,Business Finance
722,338308,Master Graphic Design Using Photoshop with Rachael,https://www.udemy.com/become-a-master-of-photoshop-in-3-hours-guaranteed/,TRUE,25,598,22,13,All Levels,1.5,2014-11-07T09:12:47Z,Graphic Design
723,338926,Learn to Play Clarinet: Beginner to Pro in Under Five Hours,https://www.udemy.com/clarinet-a-beginners-guide/,TRUE,50,877,93,88,Beginner Level,6,2015-01-01T01:25:39Z,Musical Instruments
724,339086,WordPress Security - The Ultimate Security Guide,https://www.udemy.com/wordpress-the-ultimate-security-guide/,TRUE,60,2267,17,29,All Levels,1.5,2015-01-04T20:28:06Z,Web Development
725,339382,Guitar for Christmas!,https://www.udemy.com/guitar-for-christmas/,TRUE,20,7,0,17,Beginner Level,0.533333333,2014-11-30T20:48:59Z,Musical Instruments
726,339560,How to design professional PowerPoint business presentation,https://www.udemy.com/how-to-design-professional-animated-powerpoint-presentation/,TRUE,20,286,7,7,All Levels,1,2014-11-11T19:49:41Z,Graphic Design
727,340362,Learn Ruby on Rails By Building Projects,https://www.udemy.com/learn-ruby-on-rails-building-projects/,TRUE,60,1736,79,47,All Levels,13,2014-11-12T09:33:28Z,Web Development
728,340844,Learn HTML & CSS: How To Start Your Web Development Career,https://www.udemy.com/how-i-landed-a-web-development-job-earned-5k-freelancing/,FALSE,0,15462,689,60,Beginner Level,4.5,2015-09-29T19:46:45Z,Web Development
729,341952,Mastering Photoshop: From Beginner to Industry Professional,https://www.udemy.com/photoshop-tricks-tips-and-techniques/,TRUE,25,1754,52,79,Intermediate Level,12.5,2014-11-25T17:47:46Z,Graphic Design
730,342084,Start Your Own Forum Website in 15 Minutes ,https://www.udemy.com/forum-web-development/,TRUE,40,5387,38,15,All Levels,1,2015-01-26T16:19:40Z,Web Development
731,342398,Learn the Violin - No Music Experience Necessary!,https://www.udemy.com/learn-the-violin-no-music-experience-necessary/,TRUE,120,600,27,30,Beginner Level,3,2015-09-02T18:48:15Z,Musical Instruments
732,343816,Learn SASS and improve your CSS,https://www.udemy.com/write-clean-css-using-sass/,TRUE,55,1849,29,24,All Levels,3,2014-12-20T00:21:05Z,Web Development
733,343818,Understanding The Stock Market: For Beginners,https://www.udemy.com/understanding-the-stock-market-a-beginners-course/,TRUE,25,122,2,36,Beginner Level,7.5,2014-11-18T18:43:41Z,Business Finance
734,343886,Accounting Standard 3 - An Analysis,https://www.udemy.com/learn-cash-flow-analysis/,TRUE,25,1888,6,11,Intermediate Level,1,2014-11-14T07:42:47Z,Business Finance
735,344180,Play the Jews Harp - instant skills for non musicians.,https://www.udemy.com/play-the-jews-harp/,TRUE,25,196,16,35,Intermediate Level,2.5,2015-01-22T16:06:05Z,Musical Instruments
736,344224,Java Spring Security,https://www.udemy.com/how-to-use-spring-security-to-secure-your-java-applications/,TRUE,40,527,63,11,Intermediate Level,2.5,2014-11-15T13:54:07Z,Web Development
737,344234,Learn Piano #7- Learn Chromatic Chords & Chromatic Scale Run,https://www.udemy.com/learn-piano-7-learn-chromatic-chords-chromatic-scale-run/,TRUE,60,973,8,74,All Levels,2,2016-02-01T20:19:24Z,Musical Instruments
738,344348,Master the Clarinet: Intermediate Instruction Made Simple!,https://www.udemy.com/clarinet-beyond-beginner/,TRUE,50,232,11,97,All Levels,7,2015-01-01T01:24:20Z,Musical Instruments
739,347104,Learn to Play the Oboe: Beginner to Pro in Under Four Hours,https://www.udemy.com/oboe-a-beginners-guide/,TRUE,50,500,39,74,Beginner Level,5,2015-01-01T01:25:25Z,Musical Instruments
740,348116,Photoshop In-Depth: Master all of Photoshop's Tools Easily,https://www.udemy.com/photoshop-tools/,FALSE,0,53851,1779,45,All Levels,4.5,2014-11-30T04:22:11Z,Graphic Design
741,348920,Create Your Own Successful Online School To Sell Courses,https://www.udemy.com/create-an-online-school-website-with-joomla/,TRUE,95,2814,14,39,Beginner Level,2,2014-11-18T04:02:55Z,Web Development
742,349142,Master Oboe Playing: Intermediate Instruction Made Simple!,https://www.udemy.com/oboe-beyond-beginner/,TRUE,50,98,6,73,Intermediate Level,5.5,2015-01-01T01:25:10Z,Musical Instruments
743,349144,Photoshop: Learn Digital Painting Basics in Photoshop,https://www.udemy.com/photoshop-painting-tutorial/,TRUE,20,1332,31,24,Beginner Level,2,2014-12-06T05:51:03Z,Graphic Design
744,349586,Master Manga Studio 5: Bonus Drawing and Painting,https://www.udemy.com/master-manga-studio-5/,TRUE,165,2325,155,61,All Levels,8,2015-02-06T07:44:43Z,Graphic Design
745,352150,Learn to Trade for Profit: Ten Most Profitable Trading Rules,https://www.udemy.com/trading-stocks-successfully-ten-rules-of-successful-trading/,TRUE,95,739,28,45,All Levels,2,2014-12-23T15:28:09Z,Business Finance
746,352748,Getting Started with Magento,https://www.udemy.com/getting-started-with-magento/,TRUE,85,608,88,48,All Levels,3.5,2014-11-21T09:09:23Z,Web Development
747,352774,RESTful Services with ASP.NET Web API,https://www.udemy.com/restful-services-with-aspnet-web-api/,TRUE,85,716,59,34,All Levels,2,2014-11-21T10:28:47Z,Web Development
748,352782,トレーディングビュー徹底攻略2017年版,https://www.udemy.com/tradingview/,TRUE,55,952,77,53,All Levels,3,2014-12-10T00:53:21Z,Business Finance
749,353044,Investing 101: The Complete Online Investing Course,https://www.udemy.com/online-investing-guide/,TRUE,200,5334,373,42,All Levels,4.5,2014-11-28T17:49:03Z,Business Finance
750,353224,The Best Beginner Guitar Course Ever,https://www.udemy.com/the-best-beginner-guitar-course-ever/,TRUE,50,1976,252,16,Beginner Level,1,2014-11-25T16:20:58Z,Musical Instruments
751,354324,Accounting 2 Simplified for You,https://www.udemy.com/accounting-2-simplified-for-you/,TRUE,45,1446,23,27,Beginner Level,5,2014-12-09T08:31:40Z,Business Finance
752,355374,Fund Flow Analysis for CA / CFA / CPA Exams,https://www.udemy.com/learn-fund-flow-analysis/,TRUE,25,1184,2,7,Intermediate Level,1.5,2014-11-28T11:43:27Z,Business Finance
753,355622,Trade Forex 13 Patterns - Golden Ratios Secret Revealed,https://www.udemy.com/forex-13-patterns-trade-with-precision/,TRUE,200,554,63,44,All Levels,4,2015-01-10T13:49:22Z,Business Finance
754,355798,Learn Accounting by Specific Examples - Part 1,https://www.udemy.com/accounting1/,TRUE,50,306,0,5,All Levels,0.633333333,2014-11-28T05:56:37Z,Business Finance
755,356060,Learn Piano #8:  Use Augmented Chord Sub & Whole Tone Scales,https://www.udemy.com/learn-piano-8-use-augmented-chord-sub-whole-tone-scales/,TRUE,60,1137,4,45,All Levels,1,2016-02-23T16:46:28Z,Musical Instruments
756,356840,Logo design: How To Design an Awesome Logo in Illustrator,https://www.udemy.com/designing-logos-learning-illustrator/,TRUE,195,3131,131,56,All Levels,5.5,2014-11-28T09:04:50Z,Graphic Design
757,357726,Spring Framework 4 And Dependency Injection For Beginners,https://www.udemy.com/spring-framework-video-tutorial/,FALSE,0,21147,1220,16,Beginner Level,1.5,2015-01-16T07:45:28Z,Web Development
758,358062,Financial Modeling: Build a Complete DCF Valuation Model,https://www.udemy.com/learn-how-to-value-a-company-and-build-a-dcf-model/,TRUE,95,2240,185,44,All Levels,2.5,2014-12-03T21:41:25Z,Business Finance
759,358326,Dividend Investing: Build Your Portfolio for a Better Future,https://www.udemy.com/dividend-investing/,TRUE,60,8314,83,47,Beginner Level,4,2015-01-24T06:31:19Z,Business Finance
760,358508,Create Jekyll blog and host it on Github like a Ninja,https://www.udemy.com/create-free-jekyll-blog-on-github-pages-like-a-ninja/,TRUE,20,5056,74,11,Beginner Level,2,2014-12-13T04:48:15Z,Web Development
761,358998,Sketch 3: Design a mobile application from scratch,https://www.udemy.com/mobile-app-design/,TRUE,45,709,14,31,All Levels,2.5,2014-12-08T10:43:52Z,Graphic Design
762,359926,UK Tax Returns with HMRC,https://www.udemy.com/corporation-tax-returns-hmrc/,TRUE,40,2,0,11,Beginner Level,1,2016-04-05T15:48:32Z,Business Finance
763,360916,Hot Trading Investing Strategy: ETF and Futures,https://www.udemy.com/learn-to-trade-stocks-and-futures-with-profitable-strategy/,TRUE,50,80,10,13,All Levels,2.5,2014-12-08T07:07:22Z,Business Finance
764,361286,Wealth Management,https://www.udemy.com/austalgroupwealth-management/,TRUE,30,274,1,21,All Levels,3.5,2014-12-17T14:24:15Z,Business Finance
765,361620,Wordpress Tutorial   ,https://www.udemy.com/responsive-design/,TRUE,200,2311,8,44,All Levels,1.5,2014-12-04T19:17:17Z,Web Development
766,362360,Build Your Own Membership Website With Joomla,https://www.udemy.com/build-your-own-membership-website-with-joomla/,TRUE,95,1134,9,24,All Levels,1.5,2014-12-03T17:10:58Z,Web Development
767,362530,Public Speaking: You Can Give Great Financial Presentations,https://www.udemy.com/how-to-give-financial-presentations/,TRUE,20,916,6,23,All Levels,6.5,2014-12-11T06:00:27Z,Business Finance
768,363058,Technical Trading and Investing Made Easy,https://www.udemy.com/technical-trading-and-investing-made-easy/,TRUE,40,217,7,27,Intermediate Level,1.5,2014-12-24T22:46:08Z,Business Finance
769,363078,Capital Structuring Techiques for CA / CFA / CPA Exams,https://www.udemy.com/capital-structuring-decisions/,TRUE,125,4480,12,50,Intermediate Level,7,2014-12-05T09:23:16Z,Business Finance
770,363404,Futures/Commodity Training (Basics),https://www.udemy.com/commodity/,FALSE,0,4863,202,6,Beginner Level,1.5,2015-02-07T07:04:07Z,Business Finance
771,364034,Finanzas y Análisis Financiero: Manejo Seguro de Negocios,https://www.udemy.com/finanzas-y-analisis-financiero-manejo-seguro-de-negocios/,TRUE,20,50,18,13,Beginner Level,1.5,2014-12-16T03:10:02Z,Business Finance
772,364206,Media Training for Financial Service Professionals,https://www.udemy.com/media-training-for-financial-service-professionals/,TRUE,20,1254,2,64,All Levels,7,2014-12-11T21:14:18Z,Business Finance
773,364426,JavaScript: Understanding the Weird Parts,https://www.udemy.com/understand-javascript/,TRUE,175,79612,16976,85,All Levels,11.5,2015-03-12T23:19:54Z,Web Development
774,364428,CFA Corporate Finance Level 1 (Part 1),https://www.udemy.com/learn-cost-of-capital-of-business/,TRUE,180,621,1,107,All Levels,14.5,2014-12-06T07:44:46Z,Business Finance
775,364566,MCA Accountancy and Financial Management -Paper MCS 35 IGNOU,https://www.udemy.com/time-value-of-money/,TRUE,180,3667,4,460,All Levels,43.5,2014-12-06T16:34:03Z,Business Finance
776,364616,Learn how to quickly build websites using Wordpress,https://www.udemy.com/learn-how-to-quickly-build-websites-using-wordpress/,FALSE,0,15715,406,28,All Levels,3.5,2014-12-18T12:50:07Z,Web Development
