course_id,course_title,url,level,subject,Ramesh,Ritesh,Rohit,Divya,Pooja,Ravi,Mansi,Hitesh,Tejas,Sonal,Rahul,Sourabh,nishu314@gmail.com,talk2nishantn@gmail.com,N@gmail.com,dubeyrahul@gmail.com
219306,How to Make a Wordpress Website 2017,https://www.udemy.com/wordpress-4-for-beginners/,All Levels,Web Development,,,,1.0,3.0,2.0,,5.0,,,5.0,,,,,
652768,Sketch 3 from A to Z: Become an App Designer,https://www.udemy.com/learnsketch3/,All Levels,Graphic Design,,,,,,4.0,,4.0,2.0,4.0,,,,,,
42197,Graphic Design: Create Animated GIF Ad Banners in Photoshop,https://www.udemy.com/create-cool-animated-gif-advertising-banners-with-photoshop/,All Levels,Graphic Design,,,,,,,,4.0,,3.0,3.0,,,,,
936298,Cost Accounting Basics (Professional Course Level),https://www.udemy.com/basics-of-cost-accounting/,Beginner Level,Business Finance,,,,,,,1.0,,,,3.0,,,,,
885443,Manual Bookkeeping,https://www.udemy.com/manual-bookkeeping/,Intermediate Level,Business Finance,4.0,,,,,,2.0,,,,,4.0,,,,
585208,Learn to Play Trombone: Go From Beginner to Pro in No Time!,https://www.udemy.com/intermediate-trombone/,All Levels,Musical Instruments,3.0,,,,5.0,,4.0,,,4.0,,,,,,
386922,Learn to create Text fire effect in Adobe Photoshop ,https://www.udemy.com/learn-to-create-text-fire-effect-in-adobe-photoshop/,All Levels,Graphic Design,4.0,,,,,,1.0,,,,,,,,,
1023650,Hands-on Financial Modeling (With 6 Excel Templates),https://www.udemy.com/financial-modelling-in-excel/,Intermediate Level,Business Finance,2.0,,,1.0,,,,,,,3.0,,,,,
676764,"Piano: Learn 48 chords in 1 hour,  and always remember how",https://www.udemy.com/piano-hack-28-chords-in-under-an-hour/,Beginner Level,Musical Instruments,,,,,,,,2.0,,,,,,,,
696342,Create an E-commerce website without any coding,https://www.udemy.com/create-an-e-commerce-website-without-any-coding/,All Levels,Web Development,,1.0,,,,,,,,,,3.0,,,,
41145,Ruby On Rails For Web Development,https://www.udemy.com/ruby-on-rails-for-web-development/,Beginner Level,Web Development,,,,,1.0,,1.0,,,,,,,,,
145220,Advanced Clarinet Studies - Learn to Master the Clarinet!,https://www.udemy.com/clarinet-etudes/,All Levels,Musical Instruments,,,1.0,,,,4.0,,,,,,,,,
868686,Master the Trombone: Intermediate Instruction Made Simple!,https://www.udemy.com/beginning-trombone/,All Levels,Musical Instruments,,,,,,,1.0,,2.0,,,,,,,
745110,Forex Basics (Professional Course Level),https://www.udemy.com/basics-of-international-finance/,All Levels,Business Finance,1.0,,,,2.0,,,3.0,,,,,,,,
745832,Fundamentos de la Tipografía - Para un diseño eficaz,https://www.udemy.com/los-fundamentos-de-la-tipografia/,Beginner Level,Graphic Design,,,3.0,,,3.0,,,,2.0,,,,,,
43778,Learn to Play Percussion: Beginner to Pro made the Easy Way!,https://www.udemy.com/percussion/,All Levels,Musical Instruments,,,,2.0,,,2.0,,,4.0,,,,,,
19653,Create a Professional Website Without Programming/Coding,https://www.udemy.com/create-professional-websites/,All Levels,Web Development,,,,,,,1.0,,3.0,,,4.0,,,,
1013190,Sketch 3 - New Guide To iOS 8 Mobile App Design (2015),https://www.udemy.com/tutorial-design-youtube-app-ui-ux-sketch3-swift/,All Levels,Graphic Design,,,,3.0,,,,5.0,,,,1.0,,,,
824034,Rock Solid Wordpress Security - Secure Web Development,https://www.udemy.com/rock-solid-wordpress-security-secure-wordpress-easily/,All Levels,Web Development,,,1.0,,,,,1.0,,,,,,,,
370440,Financial Management - A Complete Study,https://www.udemy.com/financial-management-a-complete-study/,All Levels,Business Finance,5.0,,,,,,,,,,,2.0,,,,
312860,Guitarra Desde Cero - PARTE 1,https://www.udemy.com/guitarra-desde-cero-parte-1-curso-de-guitarra-principiantes/,Beginner Level,Musical Instruments,,,,,,,5.0,,5.0,,4.0,4.0,,,,
168358,Finanzas personales: Logrando la Libertad Financiera,https://www.udemy.com/finanzas-personales-logrando-la-libertad-financiera/,Beginner Level,Business Finance,,,,4.0,2.0,,,,,5.0,5.0,,,,,
721746,Learn to Trade the Stock Market without Blowing Your Profits,https://www.udemy.com/learn-to-trade-the-stock-market-without-blowing-your-profits/,All Levels,Business Finance,,,,4.0,2.0,3.0,,5.0,,2.0,,,,,,
885342,Accounting for CA CPT Exams Part I,https://www.udemy.com/inventory-valuation/,All Levels,Business Finance,,1.0,,,,,,,,3.0,2.0,,,,,
811416,"Learn animation using CSS3, Javascript and HTML5",https://www.udemy.com/animating-css-javascript/,All Levels,Web Development,,,,,,2.0,3.0,,1.0,,,,,,,
35131,Binary Options Beginners Guide : Nadex,https://www.udemy.com/binary-options/,Beginner Level,Business Finance,4.0,,3.0,3.0,5.0,2.0,2.0,,,,,1.0,,,,
570844,Project Funding Modelling (for Professionals),https://www.udemy.com/project-funding-modelling/,All Levels,Business Finance,4.0,,,,,3.0,4.0,5.0,4.0,5.0,4.0,,,,,
189996,jQuery Crash Course: Learn the Essentials of jQuery Fast,https://www.udemy.com/learn-jquery-crash-course/,All Levels,Web Development,1.0,,,1.0,,,,,,,,,,,,
716828,"Sketching: How to Draw People, Hands, Eyes, Buildings & Cars",https://www.udemy.com/sketching-drawing/,All Levels,Graphic Design,,2.0,,1.0,4.0,,,,,,,,,,,
702138,HTML & CSS for beginners: Build 3 projects from scratch,https://www.udemy.com/learn-html-css-by-building-3-real-projects/,Beginner Level,Web Development,5.0,,,,,,,,,,,,,,,
130298,Web Hosting Introduction: How to Publish Your Website Online,https://www.udemy.com/web-hosting-introduction/,Beginner Level,Web Development,,,3.0,,4.0,,,,,1.0,3.0,,,,,
709536,Stock Trading Essentials for Day Traders,https://www.udemy.com/stock-trading-essentials-for-day-traders/,All Levels,Business Finance,,,,,1.0,4.0,,4.0,,,4.0,,,,,
706942,Day Trading in Stocks: Strategies for Beginner Investors,https://www.udemy.com/day-trading-in-stocks-strategies-for-beginner-investors/,All Levels,Business Finance,1.0,4.0,,4.0,,,,,3.0,,,,,,,
297762,Learn OAuth 2.0 - Get started as an API Security Expert,https://www.udemy.com/learn-oauth-2/,All Levels,Web Development,,,4.0,1.0,1.0,1.0,2.0,,,,5.0,,,,,
614472,Learn Piano: The Basics of Keyboards,https://www.udemy.com/takelessons-learn-beginner-piano-keyboards/,Beginner Level,Musical Instruments,,2.0,1.0,5.0,4.0,,2.0,,,1.0,,,,,,
463834,All-in-One Premium Design Course - Scratch to Pro+ Edition,https://www.udemy.com/worldclass-graphic-design/,All Levels,Graphic Design,,,,,2.0,,,,,4.0,,,,,,
934614,The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet,https://www.udemy.com/bitcoin-for-beginners/,All Levels,Business Finance,5.0,,,1.0,,,,,,,5.0,,,,,
430968,Live Account - ETF Trading System - Hacking The Stock Market,https://www.udemy.com/cracked-wall-street-hacked-the-stock-market-top-secret/,All Levels,Business Finance,2.0,3.0,,2.0,,,5.0,4.0,,,,,,,,
305368,Learn Mobile App Design in Photoshop,https://www.udemy.com/design-iosandroid-icons/,Beginner Level,Graphic Design,,2.0,,5.0,,,,,,,,,,,,
179446,Learn How To Successfully Trade Stocks: In 5 Simple Steps,https://www.udemy.com/learn-how-to-successfully-trade-stocks-in-5-simple-steps/,All Levels,Business Finance,4.0,,,,,,,,1.0,,1.0,,,,,
443502,Ruby on Rails 4---A Test-Driven Approach,https://www.udemy.com/ruby-on-rails-4-a-test-driven-approach/,Beginner Level,Web Development,3.0,,,5.0,,,,,,,,,,,,
414246,Sass Workflow,https://www.udemy.com/sass-workflow/,Beginner Level,Web Development,,4.0,,,,2.0,,,,,,2.0,,,,
571506,Investment Banking Operations : Securities Trade Life Cycle,https://www.udemy.com/investment-banking-operations-securities-trade-life-cycle/,All Levels,Business Finance,,5.0,,,3.0,,3.0,,1.0,,3.0,4.0,,,,
1101382,Create Startup Landing Page with Viral Marketing Strategies,https://www.udemy.com/create-startup-landing-page-with-viral-marketing-strategies/,Beginner Level,Web Development,,,,,,,1.0,,,,,,,,,
638966,The Professional Ruby on Rails Developer,https://www.udemy.com/pro-rubyonrails/,All Levels,Web Development,,1.0,,,,,,,1.0,,1.0,,,,,
757508,Beginner to Pro in PowerPoint: Complete PowerPoint Training,https://www.udemy.com/powerpoint-master-class-for-business-and-finance-graduates/,All Levels,Business Finance,,,,,,,,,,,2.0,4.0,,,,
180384,88 Logic - The Essential Guide To Learning Piano,https://www.udemy.com/88-logic-the-ultimate-course-for-learning-piano/,Beginner Level,Musical Instruments,,,,,,,,3.0,4.0,,,,,,,
812798,Learn HTML Fast and Easy!,https://www.udemy.com/learn-to-code-html/,Beginner Level,Web Development,,,,,5.0,,5.0,,,,,,,,,
364206,WordPress for Beginners - Build Your First Website in 2017,https://www.udemy.com/from-novice-to-ninja-the-complete-wordpress-training-course/,Beginner Level,Web Development,,,2.0,5.0,,,,,,3.0,,,,,,
742142,101 Blues riffs - learn how the harmonica superstars do it,https://www.udemy.com/play-harmonica-riffs-like-the-blues-harp-superstars-part-1/,Intermediate Level,Musical Instruments,,2.0,,,,2.0,3.0,,1.0,4.0,,,,,,
895030,Logo Designing for Your Business in an Hour,https://www.udemy.com/logo-designing-side-business/,All Levels,Graphic Design,1.0,3.0,,,,3.0,,,,,,,,,,
516168,Introduction to Financial Consolidation under IFRS,https://www.udemy.com/introduction-to-financial-consolidation-under-ifrs/,All Levels,Business Finance,,2.0,1.0,,,,,,,,,2.0,,,,
612528,Learn print production from start to finish,https://www.udemy.com/print-production/,All Levels,Graphic Design,,,,,,2.0,4.0,4.0,,,,5.0,,,,
597084,Guitar Kick Start,https://www.udemy.com/guitar-kick-start/,Beginner Level,Musical Instruments,,,,5.0,,5.0,4.0,,,,,,,,,
544556,Basics of Business Statistics (College Level),https://www.udemy.com/statistics-for-accounting-and-finance-professionals/,All Levels,Business Finance,,,3.0,,,4.0,,2.0,,4.0,,,,,,
953490,Seeing the Big Picture: Understanding Financial Statements,https://www.udemy.com/seeing-the-big-picture-financial-statements-made-easy/,All Levels,Business Finance,,,,,,,,,,4.0,,,,,,
221872,Guitarra para principiantes,https://www.udemy.com/guitarra-para-principiantes/,Beginner Level,Musical Instruments,,,2.0,,,,,,,,,,,,,
662318,Financial Statement Fundamentals for Small Biz & Investors,https://www.udemy.com/financial-statement-fundamentals/,Beginner Level,Business Finance,,,,5.0,,,,,,2.0,,,,,,
73044,Gimp In-Depth Essential Training Course: Free Photoshop Alt.,https://www.udemy.com/gimp-in-depth-essential-training-course/,All Levels,Graphic Design,3.0,,4.0,1.0,,,,,,,4.0,,,,,
714188,Basics of Economics (College Level),https://www.udemy.com/economics-for-accounting-and-finance-professionals/,All Levels,Business Finance,,,,4.0,,,,,,,5.0,,,,,
548044,CoffeeScript: The Good Parts—Write Better javaScript,https://www.udemy.com/coffeescript/,Beginner Level,Web Development,,,,,,,,,,5.0,,,,,,
498360,Learn To Play The Guitar In A Day,https://www.udemy.com/learn-to-play-the-guitar-in-a-day/,Beginner Level,Musical Instruments,,,,,,,5.0,,,,,,,,,
425338,How to Create a Wordpress Website from Scratch - No Coding,https://www.udemy.com/how-to-create-a-wordpress-website-from-scratch-no-coding/,All Levels,Web Development,,,,,3.0,,2.0,,,,,,,,,
164102,Stock Market - Swing Trading Strategies for Wall Street,https://www.udemy.com/get-rich-to-a-millions-using-swing-trading-strategies/,All Levels,Business Finance,,,2.0,3.0,4.0,2.0,,,,1.0,3.0,2.0,,,,
902888,How to Make a Website Without Coding- WordPress & Web Skills,https://www.udemy.com/make-a-website-without-code-wordpress-course/,All Levels,Web Development,,,,,,4.0,5.0,,,,,,,,,
245822,Stock Trading: Ultimate Guide to swing trading stocks,https://www.udemy.com/swingtrading/,All Levels,Business Finance,5.0,,2.0,,,,,2.0,,,,,,,,
729128,"How to Fund your Million Dollar Idea: Equity, Debt, Unfund",https://www.udemy.com/how-to-fund-your-million-dollar-idea-equity-debt-unfund/,Intermediate Level,Business Finance,3.0,,3.0,,,5.0,1.0,,,,,3.0,,,,
773650,Get out of Debt - The Power of Using Compounding Interest,https://www.udemy.com/get-out-of-debt-the-power-of-using-compounding-interest/,All Levels,Business Finance,,,,,,,,,4.0,,,1.0,,,,
466632,How To Set Up A Limited Company In The UK,https://www.udemy.com/how-to-set-up-a-limited-company-in-the-uk/,Beginner Level,Business Finance,,,,5.0,3.0,,2.0,,,,,,,,,
466774,Tax made simple for Limited Company Owners and Contractors,https://www.udemy.com/tax-made-simple-for-limited-company-owners-and-contractors/,All Levels,Business Finance,,1.0,,,,,,,,,,,,,,
442114,The Complete Web Developer Bootcamp - Beginner to Expert,https://www.udemy.com/job-ready-web-developer/,All Levels,Web Development,,,,5.0,2.0,,,,4.0,,2.0,,,,,
781954,Learn Python and Django: Payment Processing,https://www.udemy.com/learn-django-code-accept-payments-with-stripe/,All Levels,Web Development,,,,2.0,,4.0,,,,,2.0,4.0,,,,
902150,Startup Business: How To Raise Seed Capital,https://www.udemy.com/startup-finance-small-business-loans-and-grants/,All Levels,Business Finance,,3.0,1.0,,,3.0,,,,,2.0,1.0,,,,
1169188,Learn Effective HTML in No Time!,https://www.udemy.com/learn-effective-html-in-no-time/,All Levels,Web Development,,2.0,,,,,5.0,1.0,,,,,,,,
1201912,Easily Learn Web Development With Drop & Drag: OptimizePress,https://www.udemy.com/optimizepress/,Beginner Level,Web Development,,4.0,5.0,,,,,,,,,,,,,
167316,Learn To Play The Drums,https://www.udemy.com/learndrums/,All Levels,Musical Instruments,1.0,5.0,5.0,,,,2.0,,2.0,,,2.0,,,,
1028656,Creación de iconos con Illustrator,https://www.udemy.com/creacion-de-iconos-con-illustrator/,All Levels,Graphic Design,4.0,,5.0,2.0,,,,,,,5.0,,,,,
645890,Accounting for Deferred Taxes (Professional Course Level),https://www.udemy.com/accounting-for-deferred-taxes/,All Levels,Business Finance,,4.0,2.0,,,,,,2.0,3.0,2.0,2.0,,,,
559328,Fun and creative web engineering with Python and Web2py,https://www.udemy.com/web-engineering-with-python-and-web2py/,All Levels,Web Development,,,5.0,3.0,,,,,,,,,,,,
1225194,Design and Animate a Gamer UI,https://www.udemy.com/design-and-animate-a-gamer-ui/,All Levels,Graphic Design,,,,,3.0,,,,,,,4.0,,,,
734280,R Graph Essentials,https://www.udemy.com/r-graph-essentials/,All Levels,Graphic Design,,5.0,3.0,,,,,,,1.0,4.0,,,,,
1164568,Graphic Design Masterclass: Learn Graphic Design in Projects,https://www.udemy.com/graphic-design/,Beginner Level,Graphic Design,,5.0,1.0,,,,,,,,,2.0,,,,
43291,"Learn BASS GUITAR- Have Fun, Amaze Your Friends- It's Easy! ",https://www.udemy.com/bassguitar/,Beginner Level,Musical Instruments,,,,,,,,,3.0,,,,,,,
1034560,Introducción a la Contabilidad,https://www.udemy.com/introduccion-a-la-contabilidad/,Beginner Level,Business Finance,4.0,,,,4.0,,,,,3.0,,,,,,
871682,Introducción a las Finanzas,https://www.udemy.com/introduccion-a-las-finanzas/,Beginner Level,Business Finance,5.0,,4.0,3.0,,1.0,,,1.0,,,,,,,
1057040,Typography Design: Learn Web Typography The Practical Way,https://www.udemy.com/typography-design-learn-web-typography/,Beginner Level,Graphic Design,3.0,,,2.0,2.0,,,,3.0,,,,,,,
1032648,Easy Steps To Become A Photoshop Expert,https://www.udemy.com/easy-steps-to-become-a-photoshop-expert/,All Levels,Graphic Design,2.0,5.0,,,4.0,1.0,,2.0,4.0,,,,,,,
1087466,"Classical Guitar Master Class: 'Alman  """,https://www.udemy.com/classical-guitar-master-class-alman/,Intermediate Level,Musical Instruments,,,1.0,,,1.0,,,,,,,,,,
1058852,Bootstrap 3 Introduction : Create RESPONSIVE Websites Fast,https://www.udemy.com/bootstrap-3-introduction-make-responsive-websites-fast/,All Levels,Web Development,,,,4.0,3.0,,5.0,1.0,,1.0,,1.0,,,,
1083744,Learn the Violin - Scales and Fundamentals,https://www.udemy.com/learn-the-violin-scales-and-fundamentals/,Beginner Level,Musical Instruments,2.0,,5.0,,4.0,,,3.0,,2.0,,1.0,,,,
1271430,Forex: Learn to Trade Forex and FX Consistently,https://www.udemy.com/forex-learn-to-trade-forex-and-fx-consistently/,All Levels,Business Finance,,,,,,,4.0,,,,,,,,,
715476,Small Business Owners: Drive a Productive Business and Grow,https://www.udemy.com/small-business-owners-drive-a-productive-business-and-grow/,Beginner Level,Business Finance,2.0,,3.0,,,1.0,,,1.0,,,,,,,
1219820,"Learn to code, Become a Web Developer and Master JavaScript!",https://www.udemy.com/master-javascript-today/,All Levels,Web Development,,,,,,3.0,,,,,4.0,,,,,
627332,Intro To HTML & CSS: Web Development For Beginners,https://www.udemy.com/intro-to-html-and-css-basics/,Beginner Level,Web Development,5.0,,2.0,,3.0,,,1.0,,,,,,,,
1136038,Professional Logo Design in Adobe Illustrator,https://www.udemy.com/professional-logo-design-crash-course/,All Levels,Graphic Design,4.0,,,1.0,,3.0,,,,,1.0,,,,,
1035638,The Business Graphic Design with Photoshop & Illustrator,https://www.udemy.com/businessgraphicdesign/,All Levels,Graphic Design,4.0,,,,,,,,,,,,,,,
1232282,WordPress : An Overview,https://www.udemy.com/what-is-wordpress/,Beginner Level,Web Development,,5.0,,,,,,,3.0,,,3.0,,,,
41961,Introducción al trading de opciones,https://www.udemy.com/curso-de-opciones-basico/,Beginner Level,Business Finance,,,,,,,,1.0,,1.0,,,,,,
42040,Bitcoin Trading 101,https://www.udemy.com/bitcoin-trading/,All Levels,Business Finance,3.0,,,3.0,,,2.0,1.0,,5.0,,,,,,
1039442,Options Trading Introduction: Day Trade Stock Options,https://www.udemy.com/how-to-trade-stock-options-level-1-start-day-trading/,Beginner Level,Business Finance,5.0,,,,,,,,,,,,,,,
615602,Codeless Website Development with Adobe Muse,https://www.udemy.com/codeless-website-development-with-adobe-muse/,All Levels,Web Development,,,,,5.0,3.0,,4.0,4.0,,,,,,,
235112,Accounting 101: How to read an Accounting Balance Sheet,https://www.udemy.com/financial-statements-101-how-to-read-a-balance-sheet/,Beginner Level,Business Finance,,1.0,5.0,,,,,,,,,,,,,
551910,Percussive Fingerstyle Guitar,https://www.udemy.com/percussive-fingerstyle-course/,Intermediate Level,Musical Instruments,,3.0,,,1.0,,,,,,,3.0,,,,
1051430,"Trading Stock Chart Patterns For Immediate, Explosive Gains",https://www.udemy.com/trading-chart-patterns-for-immediate-explosive-gains/,All Levels,Business Finance,,2.0,,,,,,,,3.0,,,,,,
828596,Learn BuddyPress: Build A Social Network with WordPress,https://www.udemy.com/learn-buddypress-build-a-social-network-with-wordpress/,All Levels,Web Development,,,2.0,,3.0,,1.0,,1.0,4.0,,1.0,,,,
258894,Financial Accounting: The Complete Introductory Crash Course,https://www.udemy.com/university-level-introduction-to-financial-accounting/,All Levels,Business Finance,,,,,,4.0,,,,,,,,,,
138560,Forex Killing Divergence - How to trade with precision,https://www.udemy.com/forex-killing-divergence-how-to-trade-with-precision/,All Levels,Business Finance,1.0,,2.0,,1.0,,,,,,,,,,,
689868,Web Development with BootStrap - 16 Instant Themes Included!,https://www.udemy.com/bootstrap-course/,All Levels,Web Development,4.0,,,,3.0,,,,2.0,1.0,,,,,,
1020244,Bookkeeping to Command Senior Bookkeeping Wages,https://www.udemy.com/bookkeeping-to-command-senior-bookkeeping-wages/,All Levels,Business Finance,,1.0,2.0,4.0,,3.0,,,,,5.0,,,,,
858764,Learn Sketch 3 Mobile App Design From Scratch,https://www.udemy.com/learn-sketch-3-graphic-design-from-scratch/,All Levels,Graphic Design,2.0,3.0,,,,,,1.0,,4.0,3.0,,,,,
941310,PHP for Beginners -Become a PHP Master - Project Included,https://www.udemy.com/php-for-complete-beginners-includes-msql-object-oriented/,All Levels,Web Development,,,,3.0,,,,,,,,,,,,
1214144,Photoshop para novatos:  ¡desde cero hasta experto!,https://www.udemy.com/aprende-photoshop-en-10-dias-desde-cero-a-experto/,All Levels,Graphic Design,,,,,,,,3.0,,,,,,,,
492344,Javascript for Beginners Learn by Doing Practical Exercises,https://www.udemy.com/javascript-for-beginners-introduction-learn-fast-easy/,All Levels,Web Development,,,,,,,,2.0,3.0,,1.0,,,,,
815672,Regular Expressions for Beginners - Universal,https://www.udemy.com/regular-expressions-for-beginners-universal/,All Levels,Web Development,,,3.0,,3.0,,,,,,,,,,,
376712,HTML and CSS for Beginners - Build a Website & Launch ONLINE,https://www.udemy.com/html-and-css-for-beginners-crash-course-learn-fast-easy/,All Levels,Web Development,,4.0,,3.0,,,,,,1.0,3.0,,,,,
869716,Photoshop: Real World Learning,https://www.udemy.com/photoshop-practical-training/,All Levels,Graphic Design,,,,,,,,,,4.0,,,,,,
754156,"Photoshop, Illustrator, InDesign & Graphic Design Principles",https://www.udemy.com/photoshop-illustrator-indesign-graphic-design-principles/,All Levels,Graphic Design,,2.0,,,,,,2.0,,3.0,,1.0,,,,
709816,Become an InDesign Pro in 10 Skills,https://www.udemy.com/become-an-indesign-pro-in-10-skills/,Beginner Level,Graphic Design,,,,,4.0,,2.0,,,2.0,,,,,,
680046,RESTful API with Laravel,https://www.udemy.com/laravel-5-php-framework-agile-and-practical-php-restful-api/,All Levels,Web Development,,,,,,,3.0,,,,,,,,,
1138162,How to Invest in Stocks + Billionaire Investing Tips,https://www.udemy.com/how-to-invest-in-stocks-warren-buffett/,All Levels,Business Finance,,,,3.0,,,3.0,1.0,,3.0,3.0,,,,,
829182,Read financial statements as a stock investor,https://www.udemy.com/read-financial-statements-to-be-a-stock-investor/,Beginner Level,Business Finance,,3.0,2.0,,3.0,3.0,,,,,,2.0,,,,
1163242,Redirect Your Visitors By Country Easily -Wordpress Tutorial,https://www.udemy.com/redirect-your-visitors-by-country-easily-wordpress-tutorial/,Beginner Level,Web Development,,,,,,,1.0,,4.0,4.0,4.0,,,,,
46933,Financial Model Basics: Build a model from start to finish,https://www.udemy.com/financial-model-basics-build-a-model-from-start-to-finish/,Beginner Level,Business Finance,,,,,,,3.0,,,,4.0,,,,,
954842,Marvelous Logo Design,https://www.udemy.com/marvelous-logo-design/,All Levels,Graphic Design,,4.0,5.0,1.0,2.0,3.0,,,,,,2.0,,,,
868112,CFA® Level 1 2014 – Quantitative Methods,https://www.udemy.com/cfa-level-1-2014-quantitative-methods/,All Levels,Business Finance,2.0,,2.0,,4.0,2.0,5.0,,5.0,,,1.0,,,,
1056242,How to Win 97% of Your Options Trades,https://www.udemy.com/how-to-win-97-percent-of-your-trades/,All Levels,Business Finance,,,,,,2.0,,2.0,5.0,5.0,3.0,,,,,
113712,Basics of Tax in India  (College Level),https://www.udemy.com/basics-of-indian-income-tax/,All Levels,Business Finance,,,4.0,1.0,3.0,,,,,1.0,,,,,,
146454,"Build a Real Time web app in node.js , Angular.js, mongoDB",https://www.udemy.com/realtime-meanstack/,All Levels,Web Development,1.0,3.0,,,,,,,,3.0,,,,,,
56926,Get started playing blues harmonica,https://www.udemy.com/get-started-playing-blues-harmonica/,Beginner Level,Musical Instruments,,3.0,,,,,5.0,,2.0,2.0,,,,,,
589778,DIY: Reduce Unpaid Federal Tax thru  IRS Offer in Compromise,https://www.udemy.com/diy-reduce-unpaid-federal-tax-thru-irs-offer-in-compromise/,All Levels,Business Finance,,,,,4.0,,,,,,,,,,,
1113702,CFA® Level 1 2014 – Portfolio Management,https://www.udemy.com/portfolio-management-cfa-level-1/,All Levels,Business Finance,,,,,1.0,,,,,,,,,,,
1072220,Learn  After Effects and master 3d layers in after effects,https://www.udemy.com/the-basics-of-after-effects/,All Levels,Graphic Design,1.0,2.0,,2.0,,,2.0,,,,5.0,,,,,
101038,Trading Inside Bars - Master 1 Easy Pattern To Be Successful,https://www.udemy.com/trading-inside-bars-find-setups-today-make-money-tomorrow/,Intermediate Level,Business Finance,,,,2.0,,,2.0,2.0,,,2.0,,,,,
417088,Basics of investing in Mutual Funds,https://www.udemy.com/mutualfundinvesting/,Intermediate Level,Business Finance,,,,,,4.0,,,,1.0,,,,,,
258954,"Rapidly Learn & Master Acoustic Guitar, Classic Fingerstyle",https://www.udemy.com/learn-acoustic-guitar-beginners-course/,Beginner Level,Musical Instruments,4.0,,,2.0,,1.0,5.0,,,5.0,1.0,,,,,
298044,Trading Intradiario basado en Precio y Volumen,https://www.udemy.com/trading-intradiario-basado-en-precio-y-volumen/,Intermediate Level,Business Finance,,1.0,4.0,,,5.0,,,,2.0,,3.0,,,,
593962,Stock Market Option Trading: How Sell Options For Premium,https://www.udemy.com/make-a-steady-monthly-income-selling-stock-options/,Intermediate Level,Business Finance,,,1.0,,,4.0,,4.0,,,,,,,,
941520,Typography 101: Picking the Right Fonts for Business Success,https://www.udemy.com/typography-fonts-business/,Beginner Level,Graphic Design,,,,,,,,,3.0,,,2.0,,,,
64173,AngularJS For ASP.NET MVC Developers,https://www.udemy.com/angularjs-for-aspnet-mvc-developers/,Intermediate Level,Web Development,3.0,,4.0,3.0,5.0,,3.0,,,,5.0,,,,,
371828,Classical Guitar Essentials - The Basics Part 1,https://www.udemy.com/classical-guitar-essentials-the-basics-part1/,Beginner Level,Musical Instruments,,5.0,,2.0,2.0,,1.0,,,,,,,,,
974954,Digital Painting for Cartoon Characters,https://www.udemy.com/digital-painting-for-cartoon-characters/,All Levels,Graphic Design,,2.0,,,1.0,,,,,,,,,,,
818572,Play By Ear #4: Play Song By Ear with 3 Chords Using Any Key,https://www.udemy.com/play-by-ear-4-play-many-songs-by-ear-with-3-chords-sing/,All Levels,Musical Instruments,,3.0,,,,,,,,,3.0,4.0,,,,
115752,Getting Started with LESS - Beginner Crash Course,https://www.udemy.com/getting-started-with-less-beginner-crash-course/,Beginner Level,Web Development,,5.0,,,,2.0,,5.0,,,,,,,,
731150,SASS - Beginner Crash Course,https://www.udemy.com/sass-beginner-crash-course/,Beginner Level,Web Development,,,,,,,,3.0,,,,,,,,
627772,A Complete Guide to Successful Freelance Logo Design Career,https://www.udemy.com/be-a-successful-logo-designer/,All Levels,Graphic Design,3.0,1.0,,,,2.0,,,4.0,,3.0,,,,,
850726,Bitcoin for Accountants,https://www.udemy.com/bitcoin-for-accountants/,Beginner Level,Business Finance,3.0,,,,,,2.0,,5.0,,,,,,,
136244,Learn How to File Taxes for Uber and Lyft Drivers,https://www.udemy.com/learn-how-to-file-taxes-from-uber-lyft/,All Levels,Business Finance,,4.0,2.0,,,,,,,3.0,2.0,,,,,
485889,Accounting Standards Basics (Professional Course Level),https://www.udemy.com/basics-of-accounting-standards/,All Levels,Business Finance,,,,3.0,1.0,,,,,,,,,,,
507778,How to Build Your Own Website with WordPress: A Step-by-Step Guide ,https://www.udemy.com/build-your-own-website-with-wordpress-a-step-by-step-guide/,All Levels,Web Development,,5.0,,,,3.0,,,,3.0,4.0,,,,,
422918,Logo Design Masterclass: Learn Logo Design + Illustrator,https://www.udemy.com/become-a-professional-logo-designer/,All Levels,Graphic Design,2.0,,,,2.0,,4.0,,,,,,,,,
362530,Create a Client Network by Hosting WordPress Sites,https://www.udemy.com/create-a-client-network-by-hosting-wordpress-sites/,Intermediate Level,Web Development,,,1.0,,,,,,,,5.0,,,,,
579642,Do Your Own Accounts,https://www.udemy.com/doyourownaccounts/,All Levels,Business Finance,,,,1.0,,,,,,,,,,,,
1022796,GRUNT js: Automate web development tasks and save your time,https://www.udemy.com/gruntjs-automate-web-development-tasks-and-save-your-time/,All Levels,Web Development,,,4.0,,,,1.0,2.0,,,,,,,,
793084,Create a REAL Social Network like Facebook in PHP + MySQL,https://www.udemy.com/make-a-social-media-website/,All Levels,Web Development,,,,5.0,,,,,,1.0,2.0,,,,,
881062,Hedge Fund Trading System,https://www.udemy.com/hedge-fund-trading-system/,All Levels,Business Finance,,,,,2.0,,,2.0,,,,,,,,
838260,TRADING TACTICS,https://www.udemy.com/trading-tactics/,All Levels,Business Finance,,,,,,,,2.0,,1.0,,3.0,,,,
