ints_id,title,company,location,link,Ramesh,Ritesh,Rohit,Divya,Pooja,Ravi,Mansi,Hitesh,Tejas,Sonal,Rahul,Sourabh,nishu314@gmail.com,talk2nishantn@gmail.com,N@gmail.com,dubeyrahul@gmail.com
738,Business Development (Sales),Jobkida,Work From Home,https://internshala.com/internships/marketing-internship/page-19,,,,,,3.0,,,,,,1.0,,,,
739,Marketing,VAMRR Technologies Private Limited,Work From Home,https://internshala.com/internships/marketing-internship/page-19,3.0,,,,3.0,,5.0,,,,,,,,,
740,Marketing,Per4mance Guru,Work From Home,https://internshala.com/internships/marketing-internship/page-19,5.0,,,,,,3.0,5.0,,,,,,,,
741,Pre Sales (Female),Punerealty,Pune,https://internshala.com/internships/marketing-internship/page-19,,,,,,,,1.0,,,,,,,,
742,Business Development (Sales),Infactoblast Technocrats,"Delhi, Ghaziabad, Noida",https://internshala.com/internships/marketing-internship/page-19,,,2.0,,,1.0,,,4.0,,,4.0,,,,
743,Business Development (Sales),M-Kris Electric,Delhi,https://internshala.com/internships/marketing-internship/page-19,,3.0,3.0,,,,,3.0,,,,,,,,
744,Marketing,WhizzCorps,Bangalore,https://internshala.com/internships/marketing-internship/page-19,2.0,,,,,,,,,,,,,,,
745,Business Development (Sales),True Infosystems Private Limited,Delhi,https://internshala.com/internships/marketing-internship/page-19,,1.0,,,,2.0,5.0,,,5.0,2.0,,,,,
746,Sales Merchandising,Shivom Jewels,Work From Home,https://internshala.com/internships/marketing-internship/page-19,,,,,1.0,,,,,,,,,,,
747,Business Development (Sales),Magnificence Academy Of Packaging Professionals,Work From Home,https://internshala.com/internships/marketing-internship/page-19,,4.0,,,5.0,,1.0,,5.0,5.0,,5.0,,,,
748,Marketing,SmartTech Insurance Brokers,Chennai,https://internshala.com/internships/marketing-internship/page-19,1.0,1.0,,,,5.0,,,,,,,,,,
749,Business Development (Sales),Medius Technologies Private Limited,Mumbai,https://internshala.com/internships/marketing-internship/page-19,3.0,,,,4.0,,,,,5.0,,2.0,,,,
750,Business Development (Sales),Net Zero Think,Bangalore,https://internshala.com/internships/marketing-internship/page-19,,,,1.0,,,,,,,1.0,,,,,
751,Business Development (Sales),Coreplatform Technologies Private Limited,Kochi,https://internshala.com/internships/marketing-internship/page-19,1.0,,1.0,,,,,,,,4.0,,,,,
752,Business Development (Sales),Fulcrum Resources Private Limited,Thane,https://internshala.com/internships/marketing-internship/page-19,,5.0,1.0,,,,1.0,5.0,1.0,4.0,,1.0,,,,
753,Marketing,Sharify Adverts,Work From Home,https://internshala.com/internships/marketing-internship/page-19,,4.0,1.0,,,,,1.0,,3.0,,,,,,
754,Business Development (Sales),Arsh HR Services Private Limited,Work From Home,https://internshala.com/internships/marketing-internship/page-19,,,,1.0,,,,,,,,,,,,
755,Business Development (Sales),Brown Bunny Healthtech,Mumbai,https://internshala.com/internships/marketing-internship/page-19,,,1.0,,,,,4.0,2.0,,3.0,,,,,
756,Sponsorship Management,SummentorPro Business Consultants,Work From Home,https://internshala.com/internships/marketing-internship/page-19,4.0,,,1.0,,5.0,,,,,4.0,,,,,
757,Marketing,Greenon Energy Services,"Faridabad, Delhi, Gurgaon, Noida",https://internshala.com/internships/marketing-internship/page-19,,,,,,4.0,3.0,4.0,4.0,,,,,,,
758,Business Development (Sales),Future College Indore,Work From Home,https://internshala.com/internships/marketing-internship/page-19,,,,4.0,,4.0,5.0,,3.0,,1.0,,,,,
759,Business Development (Sales),Edten,Jaipur,https://internshala.com/internships/marketing-internship/page-19,,,,,,,,,,,,,,,,
760,Business Development (Sales),Reservefree Private Limited,Work From Home,https://internshala.com/internships/marketing-internship/page-19,1.0,,1.0,,,1.0,1.0,,,5.0,,,,,,
761,Marketing,Vidhya Plus Private Limited,Sikar,https://internshala.com/internships/marketing-internship/page-19,,5.0,1.0,,,,,,2.0,,,,,,,
762,Business Development (Sales),Guti Fashion,Delhi,https://internshala.com/internships/marketing-internship/page-19,,,4.0,,5.0,2.0,,,,,,1.0,,,,
763,Marketing,Smart Circle India,Work From Home,https://internshala.com/internships/marketing-internship/page-19,,1.0,,,,,,,,,,,,,,
764,Marketing,IdealVillage,"Ahmedabad, Indore, Kolkata, Bhopal, Mumbai, Gwalior, Bangalore, Delhi",https://internshala.com/internships/marketing-internship/page-19,,,,,2.0,,4.0,,,,3.0,,,,,
765,Business Development (Sales),Pratigrham Sports For All Private Limited,Nagpur,https://internshala.com/internships/marketing-internship/page-19,,,,2.0,,,,,,,,,,,,
766,Business Development (Sales),Fountainhead Prep,Kottayam,https://internshala.com/internships/marketing-internship/page-19,,1.0,,5.0,3.0,,,,3.0,,,4.0,,,,
767,Business Development (Sales),TakeCharge,Work From Home,https://internshala.com/internships/marketing-internship/page-19,,4.0,3.0,,,,,,,,1.0,,,,,
768,Marketing,Vegieworks Private Limited,Gurgaon,https://internshala.com/internships/marketing-internship/page-19,,2.0,,,1.0,5.0,,,1.0,1.0,1.0,5.0,,,,
769,Business Development (Sales),Clanify Media Private Limited,Mumbai,https://internshala.com/internships/marketing-internship/page-19,4.0,1.0,,,,,,,,,,,,,,
770,Marketing,Wildfire Entertainment,"Ghaziabad, Lucknow, Kanpur Dehat, Gautam Buddha Nagar",https://internshala.com/internships/marketing-internship/page-19,,1.0,,,,2.0,3.0,,,2.0,1.0,,,,,
771,Marketing,BlueBox Education Consulting Limited,Mumbai,https://internshala.com/internships/marketing-internship/page-19,,,1.0,,,,2.0,,,,,,,,,
772,Business Development (Sales),Alexander Heritage And Rainforest Resort,"Thane, Navi Mumbai, Kalyan, Mumbai",https://internshala.com/internships/marketing-internship/page-19,,2.0,,4.0,5.0,,,,3.0,,4.0,4.0,,,,
773,Growth Marketing,Chaahe,Work From Home,https://internshala.com/internships/marketing-internship/page-19,,,,,,,,5.0,3.0,,,,,,,
774,Marketing,I Prime Skill,Mumbai,https://internshala.com/internships/marketing-internship/page-19,,4.0,,,5.0,,,,,,,,,,,
775,Business Development (Sales),Artist Root,Mumbai,https://internshala.com/internships/marketing-internship/page-19,,,,,,,,,,,,,,,,
776,Sales,Inwoin Technologies Private Limited,Gurgaon,https://internshala.com/internships/marketing-internship/page-19,,4.0,5.0,2.0,,,,4.0,,,,,,,,
777,Marketing,Cafe Hideout (Redbrick Group),Patna,https://internshala.com/internships/marketing-internship/page-19,4.0,,4.0,,,,3.0,,3.0,4.0,,,,,,
778,#MyCareerMyChoice,Say no to career stereotypes! Say yes to being you!,,https://internshala.com/internships/marketing-internship/page-20,,,,,,1.0,,,,,,,,,,
779,Marketing,ASHTAG,Mumbai,https://internshala.com/internships/marketing-internship/page-20,,,,4.0,,2.0,,,4.0,5.0,5.0,,,,,
780,Marketing,BrandMatterz,Pune,https://internshala.com/internships/marketing-internship/page-20,,3.0,,,,,,,,,,4.0,,,,
781,Marketing,Teraflix Techno Solutions Private Limited,Work From Home,https://internshala.com/internships/marketing-internship/page-20,,,,2.0,,3.0,,3.0,2.0,,,5.0,,,,
782,Business Development (Sales),Fuel Buddy,Work From Home,https://internshala.com/internships/marketing-internship/page-20,,,,,1.0,,,,,,,,,,,
783,Marketing,DeFi11,Work From Home,https://internshala.com/internships/marketing-internship/page-20,,,,3.0,,,2.0,4.0,,5.0,,,,,,
784,Business Development (Sales),MyPremise - Techlusive,Kolkata,https://internshala.com/internships/marketing-internship/page-20,3.0,1.0,5.0,1.0,,,,5.0,,5.0,,5.0,,,,
785,Marketing,Letstalktraining.in,Pune,https://internshala.com/internships/marketing-internship/page-20,,2.0,,,,,,,,2.0,2.0,,,,,
786,Marketing,GoMechanic,Gurgaon,https://internshala.com/internships/marketing-internship/page-20,,3.0,,,,,3.0,,3.0,2.0,1.0,,,,,
787,Business Development (Sales),B And I Consultancy Service,"Bhubaneswar, Cuttack, Rourkela, Balasore",https://internshala.com/internships/marketing-internship/page-20,,,,,,,,,2.0,,5.0,,,,,
788,Business Development (Sales),Dolta LLP,Work From Home,https://internshala.com/internships/marketing-internship/page-20,,,,5.0,,,3.0,,,,2.0,,,,,
789,Marketing,Dolta LLP,Work From Home,https://internshala.com/internships/marketing-internship/page-20,,,,,2.0,,,,,2.0,2.0,,,,,
790,Marketing,BYJU'S,Jalandhar,https://internshala.com/internships/marketing-internship/page-20,,4.0,2.0,,,,,5.0,,,,,,,,
791,Online Reputation Management,Famepilot Internet Private Limited,Work From Home,https://internshala.com/internships/marketing-internship/page-20,3.0,,,,4.0,2.0,4.0,,,,,,,,,
792,Marketing,Digi Ad Solution,Work From Home,https://internshala.com/internships/marketing-internship/page-20,,,,,,,2.0,,,,,3.0,,,,
793,Outside Sales,Webtechage Private Limited,"Sonipat, Bulandshahr, Noida, Haridwar",https://internshala.com/internships/marketing-internship/page-20,,2.0,,,,,2.0,,,,,1.0,,,,
794,Lead Generation,RZ Mediascape,Work From Home,https://internshala.com/internships/marketing-internship/page-20,,,,,,,,5.0,,,,4.0,,,,
795,Business Development (Sales),Obey Cabs,Lucknow,https://internshala.com/internships/marketing-internship/page-20,,3.0,,,5.0,4.0,,,3.0,,3.0,,,,,
796,Marketing,Impresario,Noida,https://internshala.com/internships/marketing-internship/page-20,5.0,,,,,,,5.0,,,,,,,,
797,Campus Ambassador,Lumos Labs,Work From Home,https://internshala.com/internships/marketing-internship/page-20,3.0,,4.0,,,5.0,,,,,,,,,,
798,Campus Ambassador,EduMorf,Work From Home,https://internshala.com/internships/marketing-internship/page-20,2.0,,,3.0,5.0,,,,,2.0,,5.0,,,,
799,Business Development (Sales),Memyselfmom,Work From Home,https://internshala.com/internships/marketing-internship/page-20,,,,,,,,,,,,,,,,
800,Marketing,Equity 360,"Delhi, Gurgaon, Noida",https://internshala.com/internships/marketing-internship/page-20,,,,1.0,3.0,2.0,,5.0,,,5.0,,,,,
801,Campus Ambassador,MindPeers,"Delhi, Kolkata, Pune, Bangalore, Hyderabad, Mumbai",https://internshala.com/internships/marketing-internship/page-20,,,,,,4.0,,4.0,2.0,4.0,,,,,,
802,Business Development (Sales),BasketHunt Private Limited,Work From Home,https://internshala.com/internships/marketing-internship/page-20,,,,,,,,4.0,,3.0,3.0,,,,,
803,Campus Ambassador,Helping Hand International Charitable Trust,"Chandigarh, Chennai, Delhi, Kolkata, Pune, Hyderabad, Mumbai, Noida, Bangalore, Karnatakanagepalli",https://internshala.com/internships/marketing-internship/page-20,,,,,,,1.0,,,,3.0,,,,,
804,Academic Counseling,Sai University,Chennai,https://internshala.com/internships/marketing-internship/page-20,4.0,,,,,,2.0,,,,,4.0,,,,
805,Campus Ambassador,MoLog Media & Advertising,Work From Home,https://internshala.com/internships/marketing-internship/page-20,3.0,,,,5.0,,4.0,,,4.0,,,,,,
806,Campus Ambassador,SpeakApp,"Kollam, Kozhikode, Thiruvananthapuram, Thrissur, Kochi, Kannur",https://internshala.com/internships/marketing-internship/page-20,4.0,,,,,,1.0,,,,,,,,,
807,Campus Ambassador,Space Food Club,Work From Home,https://internshala.com/internships/marketing-internship/page-20,2.0,,,1.0,,,,,,,3.0,,,,,
808,Campus Ambassador,Vision IAS,"Chandigarh, Lucknow",https://internshala.com/internships/marketing-internship/page-20,,,,,,,,2.0,,,,,,,,
809,Growth Management,Aipan Technologies LLP,Haldwani,https://internshala.com/internships/marketing-internship/page-20,,1.0,,,,,,,,,,3.0,,,,
810,Business Development (Sales),TechoKids,Work From Home,https://internshala.com/internships/marketing-internship/page-20,,,,,1.0,,1.0,,,,,,,,,
811,Campus Ambassador,Stealth Mode,Work From Home,https://internshala.com/internships/marketing-internship/page-20,,,1.0,,,,4.0,,,,,,,,,
812,Campus Ambassador,GoWow Club Private Limited,Work From Home,https://internshala.com/internships/marketing-internship/page-20,,,,,,,1.0,,2.0,,,,,,,
813,Campus Ambassador,THE IELTS UNIVERSE,Work From Home,https://internshala.com/internships/marketing-internship/page-20,1.0,,,,2.0,,,3.0,,,,,,,,
814,Campus Ambassador,Krayonnz,Work From Home,https://internshala.com/internships/marketing-internship/page-20,,,3.0,,,3.0,,,,2.0,,,,,,
815,Marketing,Mango People Shop,Work From Home,https://internshala.com/internships/marketing-internship/page-20,,,,2.0,,,2.0,,,4.0,,,,,,
816,Business Development (Sales),KPB Consultants,Work From Home,https://internshala.com/internships/marketing-internship/page-20,,,,,,,1.0,,3.0,,,4.0,,,,
817,Marketing,Storiyaan,Work From Home,https://internshala.com/internships/marketing-internship/page-20,,,,3.0,,,,5.0,,,,1.0,,,,
818,Marketing,Trade Manza,Work From Home,https://internshala.com/internships/marketing-internship/page-20,,,1.0,,,,,1.0,,,,,,,,
819,#MyCareerMyChoice,Say no to career stereotypes! Say yes to being you!,,https://internshala.com/internships/marketing-internship/page-21,5.0,,,,,,,,,,,2.0,,,,
820,Campus Ambassador,Sygnific Careers Private Limited,Work From Home,https://internshala.com/internships/marketing-internship/page-21,,,,,,,5.0,,5.0,,4.0,4.0,,,,
821,Marketing,Varistor Technologies Private Limited,Bangalore,https://internshala.com/internships/marketing-internship/page-21,,,,4.0,2.0,,,,,5.0,5.0,,,,,
822,Celebrity Management,Ace Proton Communications & Digital Media Private Limited,Mumbai,https://internshala.com/internships/marketing-internship/page-21,,,,4.0,2.0,3.0,,5.0,,2.0,,,,,,
823,Online Bidding (IT),Idea Usher,Work From Home,https://internshala.com/internships/marketing-internship/page-21,,1.0,,,,,,,,3.0,2.0,,,,,
824,Marketing,Buzzaria India Private Limited,Delhi,https://internshala.com/internships/marketing-internship/page-21,,,,,,2.0,3.0,,1.0,,,,,,,
825,Marketing,Big Wings Club,Work From Home,https://internshala.com/internships/marketing-internship/page-21,4.0,,3.0,3.0,5.0,2.0,2.0,,,,,1.0,,,,
826,Business Development (Sales),Pooja Colour Lab,"Indore, Dewas",https://internshala.com/internships/marketing-internship/page-21,4.0,,,,,3.0,4.0,5.0,4.0,5.0,4.0,,,,,
827,Business Development (Sales),Supersoft DigiAds,Ahmedabad,https://internshala.com/internships/marketing-internship/page-21,1.0,,,1.0,,,,,,,,,,,,
828,Business Development (Sales),Wiingy Private Limited,Bangalore,https://internshala.com/internships/marketing-internship/page-21,,2.0,,1.0,4.0,,,,,,,,,,,
829,Business Development (Sales),Wildfig Consulting LLP,Bangalore,https://internshala.com/internships/marketing-internship/page-21,5.0,,,,,,,,,,,,,,,
830,Marketing,Iraitech Innovations & Technologies Private Limited,Work From Home,https://internshala.com/internships/marketing-internship/page-21,,,3.0,,4.0,,,,,1.0,3.0,,,,,
831,Marketing,Digisteps,Delhi,https://internshala.com/internships/marketing-internship/page-21,,,,,1.0,4.0,,4.0,,,4.0,,,,,
832,Marketing,Godhuli Group,Work From Home,https://internshala.com/internships/marketing-internship/page-21,1.0,4.0,,4.0,,,,,3.0,,,,,,,
833,Marketing,Vivaan Ek Pariwar,Work From Home,https://internshala.com/internships/marketing-internship/page-21,,,4.0,1.0,1.0,1.0,2.0,,,,5.0,,,,,
834,Business Development (Sales),Abja Advisory LLP,Work From Home,https://internshala.com/internships/marketing-internship/page-21,,2.0,1.0,5.0,4.0,,2.0,,,1.0,,,,,,
835,Business Development (Sales),Mantra Care,Delhi,https://internshala.com/internships/marketing-internship/page-21,,,,,2.0,,,,,4.0,,,,,,
836,Business Development (Sales),Nutritional Genomix,Mumbai,https://internshala.com/internships/marketing-internship/page-21,5.0,,,1.0,,,,,,,5.0,,,,,
837,Business Development (Sales),Life Inside Media,Pune,https://internshala.com/internships/marketing-internship/page-21,2.0,3.0,,2.0,,,5.0,4.0,,,,,,,,
838,Marketing,PLD Industries,Chennai,https://internshala.com/internships/marketing-internship/page-21,,2.0,,5.0,,,,,,,,,,,,
839,Business Development (Sales),MoLog Media & Advertising,Work From Home,https://internshala.com/internships/marketing-internship/page-21,4.0,,,,,,,,1.0,,1.0,,,,,
840,Business Development (Sales),Financial Markets Leadership Institute,Work From Home,https://internshala.com/internships/marketing-internship/page-21,3.0,,,5.0,,,,,,,,,,,,
841,Marketing,IndiJan Functional Food And Nutrition,"Dhanbad, Patna, Ranchi, Delhi, Bokaro Steel City, Gurgaon, Bangalore, Mumbai, Noida, Haryana, Karnatakanagepalli",https://internshala.com/internships/marketing-internship/page-21,,4.0,,,,2.0,,,,,,2.0,,,,
842,Business Development (Sales),DataZymes Analytics,Bangalore,https://internshala.com/internships/marketing-internship/page-21,,5.0,,,3.0,,3.0,,1.0,,3.0,4.0,,,,
843,Marketing,British Institutes,Pune,https://internshala.com/internships/marketing-internship/page-21,,,,,,,1.0,,,,,,,,,
844,Business Development (Sales),Formula For Marketing,Work From Home,https://internshala.com/internships/marketing-internship/page-21,,1.0,,,,,,,1.0,,1.0,,,,,
845,Marketing,Admissions Abroad,Work From Home,https://internshala.com/internships/marketing-internship/page-21,,,,,,,,,,,2.0,4.0,,,,
846,Marketing,Vefes Engineering Pvt. Ltd,Mumbai,https://internshala.com/internships/marketing-internship/page-21,,,,,,,,3.0,4.0,,,,,,,
847,Business Development (Sales),Arihant Minerals And Logistics,"Aurangabad, Bhubaneswar, Kolhapur, Panjim, Pune, Siliguri, Hubli, Mumbai, Raipur, Nagpur",https://internshala.com/internships/marketing-internship/page-21,,,,,5.0,,5.0,,,,,,,,,
848,Business Development (Sales),Exam Lounge,Work From Home,https://internshala.com/internships/marketing-internship/page-21,,,2.0,5.0,,,,,,3.0,,,,,,
849,Business Development (Sales),Instyle Interior,Work From Home,https://internshala.com/internships/marketing-internship/page-21,,2.0,,,,2.0,3.0,,1.0,4.0,,,,,,
850,Business Development (Sales),Redpositive Service (OPC) Private Limited,Work From Home,https://internshala.com/internships/marketing-internship/page-21,1.0,3.0,,,,3.0,,,,,,,,,,
851,Marketing,Ezybiz India Consulting LLP,Work From Home,https://internshala.com/internships/marketing-internship/page-21,,2.0,1.0,,,,,,,,,2.0,,,,
852,Marketing,Devlofox Technologies LLP,Work From Home,https://internshala.com/internships/marketing-internship/page-21,,,,,,2.0,4.0,4.0,,,,5.0,,,,
853,Business Development (Sales),DB Solar Power,"Baddi, Kala Amb, Paonta Sahib",https://internshala.com/internships/marketing-internship/page-21,,,,5.0,,5.0,4.0,,,,,,,,,
854,Marketing,Across The Globe (ATG),Work From Home,https://internshala.com/internships/marketing-internship/page-21,,,3.0,,,4.0,,2.0,,4.0,,,,,,
855,Business Development,Across The Globe (ATG),Work From Home,https://internshala.com/internships/marketing-internship/page-21,,,,,,,,,,4.0,,,,,,
856,Business Development (Sales),Paradise Yatra,Work From Home,https://internshala.com/internships/marketing-internship/page-21,,,2.0,,,,,,,,,,,,,
857,Business Development (Sales),Aviz Entertainment & Event Management Private Limited Company,Work From Home,https://internshala.com/internships/marketing-internship/page-21,,,,5.0,,,,,,2.0,,,,,,
858,Marketing,LaughGuru,Work From Home,https://internshala.com/internships/marketing-internship/page-21,3.0,,4.0,1.0,,,,,,,4.0,,,,,
859,Marketing,Mini Clubhouse,Work From Home,https://internshala.com/internships/marketing-internship/page-21,,,,4.0,,,,,,,5.0,,,,,
860,#MyCareerMyChoice,Say no to career stereotypes! Say yes to being you!,,https://internshala.com/internships/marketing-internship/page-22,,,,,,,,,,5.0,,,,,,
861,Business Development (Sales),Dtroffle,Agra,https://internshala.com/internships/marketing-internship/page-22,,,,,,,5.0,,,,,,,,,
862,Marketing,TeraReach,"Gurgaon, Bangalore",https://internshala.com/internships/marketing-internship/page-22,,,,,3.0,,2.0,,,,,,,,,
863,Business Development (Sales),TeraReach,"Bangalore, Mumbai",https://internshala.com/internships/marketing-internship/page-22,,,2.0,3.0,4.0,2.0,,,,1.0,3.0,2.0,,,,
864,Business Development (Sales),Dough One Sources Private Limited,Work From Home,https://internshala.com/internships/marketing-internship/page-22,,,,,,4.0,5.0,,,,,,,,,
865,Marketing,TECHNOXIAN,Work From Home,https://internshala.com/internships/marketing-internship/page-22,5.0,,2.0,,,,,2.0,,,,,,,,
866,Marketing,Vedic Spoons,Mumbai,https://internshala.com/internships/marketing-internship/page-22,3.0,,3.0,,,5.0,1.0,,,,,3.0,,,,
867,Marketing,Do.Yoga,Work From Home,https://internshala.com/internships/marketing-internship/page-22,,,,,,,,,4.0,,,1.0,,,,
868,Marketing,Insane AI,Work From Home,https://internshala.com/internships/marketing-internship/page-22,,,,5.0,3.0,,2.0,,,,,,,,,
869,Business Development (Sales),Padhhigh,Work From Home,https://internshala.com/internships/marketing-internship/page-22,,1.0,,,,,,,,,,,,,,
870,Business Development (Sales),SpotYourShop,Noida,https://internshala.com/internships/marketing-internship/page-22,,,,5.0,2.0,,,,4.0,,2.0,,,,,
871,Business Development (Sales),ToTheDigital,Noida,https://internshala.com/internships/marketing-internship/page-22,,,,2.0,,4.0,,,,,2.0,4.0,,,,
872,Business Development (Sales),Prosync Infotech Private Limited,Delhi,https://internshala.com/internships/marketing-internship/page-22,,3.0,1.0,,,3.0,,,,,2.0,1.0,,,,
873,Investors And VC Outreach,StartupLanes,Work From Home,https://internshala.com/internships/marketing-internship/page-22,,2.0,,,,,5.0,1.0,,,,,,,,
874,Marketing,Orlo Electronics Private Limited,Delhi,https://internshala.com/internships/marketing-internship/page-22,,4.0,5.0,,,,,,,,,,,,,
875,Business Development (Sales),Fanusta Global Private Limited,Pune,https://internshala.com/internships/marketing-internship/page-22,1.0,5.0,5.0,,,,2.0,,2.0,,,2.0,,,,
876,Marketing,NatHabit,Gurgaon,https://internshala.com/internships/marketing-internship/page-22,4.0,,5.0,2.0,,,,,,,5.0,,,,,
877,Business Development (Sales),Growth Opportunities Solution,Work From Home,https://internshala.com/internships/marketing-internship/page-22,,4.0,2.0,,,,,,2.0,3.0,2.0,2.0,,,,
878,Business Development (Sales),GroLarg Business Solutions Private Limited,Varanasi,https://internshala.com/internships/marketing-internship/page-22,,,5.0,3.0,,,,,,,,,,,,
879,Inside Sales,Webtechage Private Limited,"Sonipat, Bulandshahr, Haridwar, Gautam Buddha Nagar",https://internshala.com/internships/marketing-internship/page-22,,,,,3.0,,,,,,,4.0,,,,
880,Business Development (Sales),Wildfire Entertainment,Work From Home,https://internshala.com/internships/marketing-internship/page-22,,5.0,3.0,,,,,,,1.0,4.0,,,,,
881,Partnership And Outreach,Samphion Technology Private Limited,Work From Home,https://internshala.com/internships/marketing-internship/page-22,,5.0,1.0,,,,,,,,,2.0,,,,
882,Marketing,LinkLiv Private Limited,Work From Home,https://internshala.com/internships/marketing-internship/page-22,,,,,,,,,3.0,,,,,,,
883,Business Development (Sales),Upgrade India,Delhi,https://internshala.com/internships/marketing-internship/page-22,4.0,,,,4.0,,,,,3.0,,,,,,
884,Sales & Marketing,The Foreign Language Institute,Work From Home,https://internshala.com/internships/marketing-internship/page-22,5.0,,4.0,3.0,,1.0,,,1.0,,,,,,,
885,Marketing,Flat And Flatmates Solutions,Work From Home,https://internshala.com/internships/marketing-internship/page-22,3.0,,,2.0,2.0,,,,3.0,,,,,,,
886,Business Development (Sales),RE/MAX House Of Real Estate,Jaipur,https://internshala.com/internships/marketing-internship/page-22,2.0,5.0,,,4.0,1.0,,2.0,4.0,,,,,,,
887,Marketing,Naturaldays Wellness,Work From Home,https://internshala.com/internships/marketing-internship/page-22,,,1.0,,,1.0,,,,,,,,,,
888,Marketing,Zav Foundation,Bangalore,https://internshala.com/internships/marketing-internship/page-22,,,,4.0,3.0,,5.0,1.0,,1.0,,1.0,,,,
889,Marketing,Lido Learning,"Ajmer, Bikaner, Jodhpur, Kota, Udaipur, Jaipur",https://internshala.com/internships/marketing-internship/page-22,2.0,,5.0,,4.0,,,3.0,,2.0,,1.0,,,,
890,Marketing,Lido Learning,"Coimbatore, Jabalpur, Indore, Kollam, Kozhikode, Sagar, Thrissur, Ujjain, Malappuram, Hyderabad, Bhopal, Ernakulam, Gwalior, Kannur, Amrawati",https://internshala.com/internships/marketing-internship/page-22,,,,,,,4.0,,,,,,,,,
891,Marketing,Lido Learning,"Aligarh, Amritsar, Jalandhar, Ludhiana, Lucknow, Patiala, Haldwani, Mohali, Roorkee, Mathura, Haridwar, Rishikesh, Kanpur Dehat, Bathinda",https://internshala.com/internships/marketing-internship/page-22,2.0,,3.0,,,1.0,,,1.0,,,,,,,
892,Marketing,Lido Learning,"Ambala, Karnal, Kurukshetra, Sonipat, Yamuna Nagar, Hisar, Panipat, Panchkula, Gurgaon",https://internshala.com/internships/marketing-internship/page-22,,,,,,3.0,,,,,4.0,,,,,
893,Influencer Marketing,Embellish Medianest,Work From Home,https://internshala.com/internships/marketing-internship/page-22,5.0,,2.0,,3.0,,,1.0,,,,,,,,
894,Product Marketing,Robocom International,Work From Home,https://internshala.com/internships/marketing-internship/page-22,4.0,,,1.0,,3.0,,,,,1.0,,,,,
895,Marketing,DigiAdda,Work From Home,https://internshala.com/internships/marketing-internship/page-22,4.0,,,,,,,,,,,,,,,
896,Business Development (Sales),Protocloud Technologies Private Limited,Jaipur,https://internshala.com/internships/marketing-internship/page-22,,5.0,,,,,,,3.0,,,3.0,,,,
897,Marketing,Spiel Times,Work From Home,https://internshala.com/internships/marketing-internship/page-22,,,,,,,,1.0,,1.0,,,,,,
898,Marketing,Dint-Tech Control Private Limited,Ahmedabad,https://internshala.com/internships/marketing-internship/page-22,3.0,,,3.0,,,2.0,1.0,,5.0,,,,,,
899,Marketing,Startoon Labs Private Limited,Hyderabad,https://internshala.com/internships/marketing-internship/page-22,5.0,,,,,,,,,,,,,,,
900,Business Development (Sales),Technavious Solutions Private Ltd,"Pune, Mumbai",https://internshala.com/internships/marketing-internship/page-22,,,,,5.0,3.0,,4.0,4.0,,,,,,,
901,#MyCareerMyChoice,Say no to career stereotypes! Say yes to being you!,,https://internshala.com/internships/marketing-internship/page-23,,1.0,5.0,,,,,,,,,,,,,
902,Business Development (Sales),NRG Foods Private Limited,Hyderabad,https://internshala.com/internships/marketing-internship/page-23,,3.0,,,1.0,,,,,,,3.0,,,,
903,Marketing,ListApp Technologies,Indore,https://internshala.com/internships/marketing-internship/page-23,,2.0,,,,,,,,3.0,,,,,,
904,Marketing,Sathe Enterprises,Delhi,https://internshala.com/internships/marketing-internship/page-23,,,2.0,,3.0,,1.0,,1.0,4.0,,1.0,,,,
905,Business Development Management,Webtechage Private Limited,"Sonipat, Bulandshahr, Noida, Haridwar",https://internshala.com/internships/marketing-internship/page-23,,,,,,4.0,,,,,,,,,,
906,Lead Generation/Development,Webtechage Private Limited,"Sonipat, Bulandshahr, Noida, Haridwar",https://internshala.com/internships/marketing-internship/page-23,1.0,,2.0,,1.0,,,,,,,,,,,
907,Business Development (Sales),Moreflats,Hyderabad,https://internshala.com/internships/marketing-internship/page-23,4.0,,,,3.0,,,,2.0,1.0,,,,,,
908,Business Development (Sales),Vitraya,Work From Home,https://internshala.com/internships/marketing-internship/page-23,,1.0,2.0,4.0,,3.0,,,,,5.0,,,,,
909,Marketing,AstroTalk,Work From Home,https://internshala.com/internships/marketing-internship/page-23,2.0,3.0,,,,,,1.0,,4.0,3.0,,,,,
910,Marketing,Tax-O-Smart LLP,Mumbai,https://internshala.com/internships/marketing-internship/page-23,,,,3.0,,,,,,,,,,,,
911,Marketing,Flyvheel Digital Solutions Private Limited,Work From Home,https://internshala.com/internships/marketing-internship/page-23,,,,,,,,3.0,,,,,,,,
912,Business Development (Sales),The Bouvice,Bangalore,https://internshala.com/internships/marketing-internship/page-23,,,,,,,,2.0,3.0,,1.0,,,,,
913,Marketing,Lending Basket Fintech Private Limited,Delhi,https://internshala.com/internships/marketing-internship/page-23,,,3.0,,3.0,,,,,,,,,,,
914,Business Development (Sales),New Vision E-Mobility LLP,"Betul, Indore, Jhansi, Ujjain, Bhopal, Gwalior, Pachmarhi, Raipur, Chhindwada, Nagur",https://internshala.com/internships/marketing-internship/page-23,,4.0,,3.0,,,,,,1.0,3.0,,,,,
915,Business Development (Sales),Hao Jewellers,Work From Home,https://internshala.com/internships/marketing-internship/page-23,,,,,,,,,,4.0,,,,,,
