,skills
3378,",Node.Js,Typescript,Javascript,Express"
3379,",Android,SQL,Mobile Development,Software Development,GIT,IOS"
3380,",Javascript,Angularjs,Angular,Frontend Development,Front End,React.Js"
3381,",Node.Js,Angular,React.Js"
3382,",Javascript,Django,Html5,Python,Front End,Web Technologies"
3383,",MERN Stack,RESTful API,RESTful Webservices,React.js,Node.js,Javascript"
3384,",Node.js,Javascript,Database Schema,Solution Implementation,Data Storage"
3385,",Node.Js,Angular,React.Js"
3386,",Salesforce,SFCC,XML,AJAX,JSON,Full Stack"
3387,",Angular 8,Angular 9,Angular 11,Scrum,Javascript,API"
3388,
3389,",Salesforce,Salesforce Service Cloud,SFDC Sales Cloud,Webservices,REST API,API Integration"
3390,
3391,
3392,
3393,",SQL,Automation,Python,Workflow,Coding,Powershell"
3394,",SQL,Apache,Python,Application development,Analytics,Monitoring"
3395,",Robotic Process Automation,Rpa Developer,Uipath,Machine Learning,Automation Anywhere,Ocr"
3396,",SFDC,Sales Cloud,Webservices,JSON,eCommerce,jQuery"
3397,",Cloudcraze,Salesforce,Apex,Force.com,Lightning Design System,Single Page Application"
3398,",Salesforce,Vlocity,Salesforce Service Cloud,SFDC Sales Cloud,Apex,Visual Force"
3399,",Salesforce,Vlocity,SFDC Sales Cloud,Salesforce Service Cloud,Apex,Visual Force"
3400,",FlexRay,CAN,Algorithm,MCAL,Communication Protocols,Autosar"
3401,
3402,",SQL,HTML,Coding,Software design,Unit testing,Front end"
3403,",GIT,JIRA,Client Solutions,Development Management,Shopify"
3404,",Cloud,Snowflake DB,AWS,Amazon EC2,Data Warehousing,RDBMS"
3405,",C++,UML,Python,Agile,Unit testing,Object oriented design"
3406,
3407,
3408,",Training and Development,Learning and Development,HR Jobs in IT/ITeS,HR Jobs in Telecom"
3409,",Javascript,HTML,CSS,Web Development,Front End,Html5"
3410,",ServiceMax,Lightning Design System,Salesforce LWC,Visualforce,JavaScript,Rest Webservices,Apex,Force.com,Salesforce"
3411,",Lightning Design System,Apex,Salesforce Integration,Lightning Component Framework,Data Modeling,Salesforce"
3412,",Vlocity Integration,Visualforce,Lightning Design System,REST API,CRM,SOAP API"
3413,",FinancialForce,SFDC Sales Cloud,Apex,System Configuration,Lightning Design System,API Integration"
3414,",Microservices Architecture,Full Stack,MongoDB,DynamoDB,AWS Lambda,Node.js"
3415,",Redux/Mobx,GraphQL,Animation,Authentication,Gradle Android Studio,IntelliJ"
3416,
3417,
3418,
3419,",Salesforce CPQ,Salesforce Integration,Salesforce API,Salesforce Administration,Salesforce Support,SOQL"
3420,",Oracle,PHP,Javascript,HTML,MySQL,Python"
3421,",Angular 8,Angular 9,Angular 10,Typescript,JQuery,Angular Developer"
3422,",Javascript,Ecma,Angular,MS SQL Server,Stored Procedures,Rest Api"
3423,
3424,",React.Js,Typescript"
3425,",Javascript,Mobx,Redux,Webpack,React.Js,DOM"
3426,
3427,",Javascript,Mobx,Redux,Webpack,React.Js,DOM"
3428,",Javascript,Node.js,Version Control System,Git,Docker,Kubernetes"
3429,
3430,",Spring Boot,Core Java,Microservices,Spring Framework,Web Services,Design Patterns"
3431,",Java,SCALA,Spark,Microservices,Design Principles,Programming"
3432,",Java,SCALA,Spark,Microservices,Design Principles,Programming"
3433,",Kubernetes,Jenkins,Rest,GIT,CI,Software Development"
3434,",Javascript,CSS,Front End,DIV,Java"
3435,",Kubernetes,Java,GIT,SVN,Version Control,Docker"
3436,",C#,.Net,Azure,C#.Net,Cloud Computing,System Software"
3437,",HTML,CSS,MySQL,Java,Spring Boot,Microservices"
3438,",Bootstrap,Html5,Angular,DIV,Rest Api,Framework Design"
3439,",AWS,Jenkins,S3,Dynamo Db,Docker,Build"
3440,",Java,Spring Boot,Hibernate,Microservices,J2Ee,Tomcat,Rest,JBoss,Web Services,Wildfly"
3441,",Solidity,Hyperledger,Ethereum,Smart Contracts,Corda,Java"
3442,",Javascript,CSS,UI Development,Html5,Npm,Angular"
3443,",Golang,Java,J2EE,Spring Boot,Spring MVC,Data Structure"
3444,",AngularJS,Javascript,HTML5,CSS3,RESTful API"
3445,",Temenos,Confluence,Core Banking Implementation,Agile,T24,Scrum"
3446,",Javascript,Webpack,CSS,Jest,Redux,Front End"
3447,",Python,MySQL,Java,Flask,Sqlalchemy,Android Development"
3448,",Javascript,React.Js,Redux,Webpack,Flux,Front End"
3449,",Javascript,JQuery,Redux,Webpack,React.Js,JSON"
3450,
3451,",Javascript,Webpack,CSS,Jest,Redux,Front End"
3452,",Javascript,Web Development,PHP,Node.Js,DIV,Web Technologies"
3453,",MWS,Webmethods Integration Server,Java,Web Services,JDBC,Rest"
3454,",Magento,HTML,PHP,Javascript,CSS,MySQL"
3455,",Java,Spring Mvc,Spring Security,DIV,JQuery,Html5"
3456,",Javascript,HTML,CSS,JQuery,Bootstrap,Ajax"
3457,",WebDynpro,WRICEF,OData,SAP ABAP,SSO Support,SAML Federation"
3458,",sterling OMS,IBM Sterling OMS"
3459,",iOS,Android,Mobile App Designing,Native Apps,API Integration,Mobile UI"
3460,",PowerApps,Azure,Logic App,Sharepoint,SQL"
3461,",Microservices Architecture,.Net Core,C#,Azure,SQL Server,Docker"
3462,
3463,
3464,
3465,",Java,Spring Boot,Microservices Architecture,AngularJS,React.js,Webservices"
3466,
3467,",React.js,Javascript,Redux,Workflows,Webpack,Rest Webservices"
3468,",UI,Git,Knockout.js,Work From Home,Magento 2"
3469,",Work From Home,React Native,iOS,Android,Java,SWIFT"
3470,",Big Data,Spark,Azure,Open Source,Distributed Systems,C#"
3471,",Javascript,Mongodb,Node . Js,Mysql,Mean Stack,Software Development"
3472,",Python,Sql,Oops,Project Management,Odoo,Team Handling"
3473,",Odoo,Open Source,Python,Linux OS"
3474,",Python,Mysql,Java,Mongodb,Rest,Django"
3475,",AWS,Azure,Data Modeling,Cloud Services,Microservices Architecture,Google Cloud Platform"
3476,",React Native,Mobile UI,API Integration"
3477,",Performance management,Talent management,Organizational development,Change management,Team management,Leadership development"
3478,",Performance management,Talent management,Organizational development,Change management,Team management,Leadership development"
3479,",Javascript,CSS,Bootstrap,HTML,Redux,Angular"
3480,
3481,",JavaScript,ES6,Webpack,RESTful API,Babel,Git"
3482,",Azure,Azure Databricks,Cloud,Data Warehousing,DBMS,SQL Server"
3483,",Javascript,UI,Vue.js,AngularJS,MEAN,MERN Stack"
3484,",React.js,ES6,JavaScript,TypeScript,Flux,Redux"
3485,",JavaScript,UI,Vue.js,AngularJS,MEAN,MERN Stack"
3486,",React.js,CSS,RESTful API,Github,Agile,Javascript"
3487,",AngularJS,Angular 8,Angular 9,Javascript,TypeScript,Single Page Application"
3488,",Javascript,MySQL,Splunk,SQL,Data Modeling"
3489,",Unity3D,Design Patterns,OOAD,API Integration,C#,.Net"
3490,",JavaScript,UI,Vue.js,AngularJS,MEAN,MERN Stack,React.js"
3491,",Javascript,MySQL,Splunk,SQL,Data Modeling"
3492,",C,C++,Linux"
3493,",C,C++,Linux"
3494,",PHP,Javascript,Salesforce,Customer service,Service management,Administration"
3495,",SQL,MFC,Agile,Debugging,Visual Studio,GIT"
3496,",CRM,IT services,Information technology,Telecommunication,Cloud computing,microsoft"
3497,",CRM,IT services,Information technology,Telecommunication,Cloud computing,microsoft"
3498,",Python,SOC,SMS,CRM,Agile,SAN"
3499,",Python,SOC,SMS,CRM,Agile,SAN"
3500,",PHP,SAS,Eclipse,Coding,Information technology,Maven,Product management,Automotive,JPA,NetBeans"
3501,",Angular,Ionic Framework,hybrid,Mobile Application Development,Web Application Development,Babel"
3502,",Machine Learning,Python,Reinforcement Learning,NLP,Scikit-Learn,Scipy"
3503,",Java,Spring Boot,RESTful Webservices,Java 8,Jenkins,Maven"
3504,",Machine Learning,Python,Reinforcement Learning,NLP,Scikit-Learn,Scipy"
3505,
3506,",C++,Work From Home,OOPS,C,Java,Modular Programming"
3507,
3508,",React.js,Redux,Javascript,CSS,HTML,Flux"
3509,",Spring Boot,Application Architecture,Application Designing,J2EE,Java,React.js"
3510,",Sharepoint Development,Spfx,React.Js,Power Automate,Sharepoint Designer"
3511,",Nodejs developer,AWS,Java"
3512,",React.Js,Javascript,HTML,Redux"
3513,
3514,",React Native,Javascript,Data Structure,RESTful API,JSON"
3515,",PHP,Laravel,Joomla,Drupal,Wordpress,Open Source"
3516,",Information Technology,fresher,Java,Mern Stack,MongoDB,Express.Js"
3517,",Learning and Development,HR Jobs in FMCG,Training and Development"
3518,
3519,
3520,",SQL,MySQL,microsoft,Coding,Consulting,Customer service"
3521,",React.js,Javascript,HTML5,CSS3,OAuth,API"
3522,",Clojure,Golang,Full Stack,RESTful API"
3523,",PHP,Laravel"
3524,",Corporate Strategy,Strategy Consulting"
3525,",Ruby on Rails,Ruby Programming,Resque,Rspec,Code Versioning Tools,MVC"
3526,",.Net,C#,RE Framework,UiPath,RPA"
3527,",Java,RBM,Geneva,Oracle,Postgres,Cassandra"
3528,
3529,
3530,",AngularJS,Node.js,TypeScript,HTML,CSS,Bootstrap"
3531,",Application Architecture,Application Designing,React.js,Bootstrap,Linux,Microservices Architecture"
3532,",React.js,Javascript,Redux,Flux,ECMAScript,React Native"
3533,",React.js,Javascript,Redux,Flux,ECMAScript,React Native"
3534,
3535,
3536,",Java,Express,Kotlin,MongoDB,Communication Skills"
3537,",React.js,HTML,CSS,Javascript,Web Hosting,Flux"
3538,",Node.js,MongoDB,AWS,NoSQL,Javascript,UAT"
3539,",Web3.Js,Smart Contracts,Solidity,Ethereum,Mechanism Design"
3540,",German,ABAP,Adobe Forms,sap hana,SAP R3,SAP scripts,adobe livecycle,Management,Printing"
3541,",Java,J2EE,Spring Boot,Microservices Architecture,OOPS,Hibernate"
3542,",HTML5,TypeScript,CSS,Angular 2,Bootstrap"
3543,",React.js,Redux,Javascript,TypeScript,HTML5,CSS3"
3544,",CAD,C++,Geometry,3D,Mathematics"
3545,",DevSecOps,IaaS,REST API,Java,Perl,PaaS"
3546,",HR Consulting,Organization Development,HR Jobs in IT/ITeS,Performance Management,Talent Development,Talent Management"
3547,",Mendix,RDBMS,Kubernetes,Scrum,Azure,Java"
3548,
3549,",Oracle Fusion,Oracle AP,Oracle Reports,Oracle Forms,Oracle Support,On-Premises"
3550,",HR Consulting,Organization Development,HR Jobs in IT/ITeS,Performance Management,Talent Development,Talent Management,Leadership Development"
3551,",Client Relationships,Client Management,Client Engagement,IT Sales,Account Management,IT Product Sales"
3552,
3553,
3554,",Go language,API,OOPS,Data Structures,Algorithms,Docker"
3555,
3556,",React.Js,React Native,Node.Js,Express,Javascript,Typescript"
3557,",React.js,Node.js,Express.js,MERN Stack,Single Page Application,OOAD"
3558,",Javascript,Ecma,Angular,MS SQL Server,Stored Procedures,Rest Api"
3559,",Distributed Systems,Algorithm,AWS,Amazon EC2,DynamoDB,ElasticSearch"
3560,",Solidity,Bsc,hedera,React.Js,React Native,Debugging,Smart Contracts"
3561,",Mobile App Designing,React Native,iOS,Android,Native Apps,API Integration"
3562,",C++ Developer,STL,Boost libraries,Linux,Valgrind,Telecom"
3563,
3564,",Robotics,Sensor,Firmware,C,Python,Operating Systems"
3565,
3566,",Javascript,CSS,Bootstrap,Html5,Ajax,Typescript"
3567,",Behavioral Training,Learning,Team Leading"
3568,
3569,",SQL,Python,Agile,JSON,Front end,Computer science"
3570,",SQL,Python,Coding,Computer science,NoSQL,Team building,spring boot,Backend,Architecture,Manager Technology"
3571,",Oracle,PHP,Javascript,HTML,MySQL,Python"
3572,
3573,",Javascript,Coding,Unit testing,API Testing,continuous integration,Mobile applications"
3574,
3575,",MPLS,C++,Embedded C,Linux,Embedded System,Communication Protocols"
3576,",Firmware,Linux Kernel,WLAN,Embedded C,RTOS,IP Networking"
3577,",LTE,EPC Emulator,MAC Layer,5G,Network Protocols,Access Stratum Protocol"
3578,",Javascript,Redis,Java,Rabbitmq,Socket.Io,Html5"
3579,
3580,",React.js,Javascript,jQuery,LESS/SASS,Redux,Webpack"
3581,",Full Stack,Java,J2EE,jQuery,Hibernate,Angular 2"
3582,",AngularJS,Javascript,HTML5,CSS3,TypeScript"
3583,",HTML5,CSS3,Bootstrap,LESS/SASS,Javascript,jQuery"
3584,
3585,",Laravel,PHP,MVC Design Patterns,SQL"
3586,
3587,",SQL Server,SSRS,Power Bi,Data Warehousing,Oracle,Crystal Report"
3588,
3589,
3590,",Android,React Native,Kotlin,SDK,MVVM,Native Apps,Mobile UI,Design Patterns,Source Code Management,Payment Gateway"
3591,",Javascript,CSS,React.js,HTLM5,Angular"
3592,
3593,",Android,iOS,MVC,MVVM,Data Structure,Mobile App Designing"
3594,",Bootstrap,Java,Redux,React Native,REST API,SDLC"
3595,",NoSQL,Cassandra,Splunk,Docker,Kubernetes,GIT"
3596,",Jest,SCRUM,REST APIs,Grunt,Gulp,React Native"
3597,",Javascript,React.Js,DOM,Front End,SVN,GIT"
3598,",SQL,MySQL,microsoft,Coding,Consulting,Customer service"
3599,",Compensation and Rewards,Organization Development,Benefits and Rewards,Compensation and Benefits,HR Operations,HR Jobs in FMCG"
3600,",Developer,SQL,PHP,Javascript,HTML,Ajax,CakePHP,Coding,Debugging,Object oriented programming"
3601,",SQL,PHP,Javascript,HTML,Ajax,CakePHP"
3602,",Ruby on Rails,AWS,Heroku,API,RESTful Webservices,SQL"
3603,",React.Js,Javascript,JQuery,HTML,CSS"
3604,",React.Js,Javascript,JQuery,HTML,CSS"
3605,",RESTful API,AngularJS,Application Designing,RDBMS,Cassandra,MongoDB"
3606,",C++,Database design,Socket programming,Industrial automation,Web services,Subversion"
3607,",Linux,Continuous Integration,AWS,Unix,Deployment,Debugging"
3608,",microsoft,Javascript,Automation,SDLC,Disaster recovery,Shell scripting"
3609,",Technical support,Solution delivery,Troubleshooting,microsoft,Javascript,Automation"
3610,",Java,J2EE,Spring,RESTful Webservices,API,Microservices Architecture"
3611,",C++,C,MFC,QT,Front End,Windows"
3612,",Zoho,CRM,AWS,API,SQL,SAAS"
3613,
3614,
3615,
3616,
3617,",Golang,REST API,PostgreSQL,MySQL,Open Source,Docker"
3618,",R,Python,SQL,NoSQL,Git,AWS"
3619,",Spark,PySpark,Technical Consultant,SQL,Data Science,Data Analytics"
3620,",Django,Vue.js,Python,Technical Consultant,SQL,PostgreSQL"
3621,",Spark,PySpark,Technical Consultant,SQL,Data Science,Data Analytics"
3622,",PowerApps,Office 365,Sharepoint,Azure,Logic App,Azure Architect"
3623,",React.js,Javascript,UI,Bootstrap,Python,API"
3624,",SAP CPI,SAP Implementation,Data Integration,SAP Support,Ariba,IDoc"
3625,",Data Modeling,QlikSense,Qlikview"
3626,",Data Warehousing,Spark,Data Management,SQL,Data Pipeline,Kafka"
3627,",MDM,Reltio Cloud,ETL Tools,ETL"
3628,",AngularJS,AEM,Javascript,Webservices,JSON,Angular 2+"
3629,",React.js,HTML5,CSS3,Angular 2+,Webpack,Flux"
3630,",Java,Java 8,Spring,AngularJS,JPA,Kafka,Redis,MongoDB,Kubernetes,Struts,Hibernate"
3631,",UI,Webservices,JSON,React.js,Javascript"
3632,",UI,Webservices,JSON,AngularJS,Javascript"
3633,",UI,Webservices,JSON,AngularJS,Javascript"
3634,",Jenkins,Git,Maven,Nexus Network,Ansible,Jira"
3635,
3636,",MySQL,MVC,Docker,SQL Server,Microservices Architecture,jQuery"
3637,",AngularJS,Angular 2+,jQuery,Bootstrap,Javascript,CSS"
3638,",Big4,Project Management,Knowledge Management,Consulting Sales,Account Management,Client Relationships"
3639,",React.js,Javascript,TypeScript,Jest Framework,OOPS,IT Project Delivery"
3640,",Big4,IT Project Management,IT Consulting"
3641,",Node.js,Javascript,AngularJS,Angular 7,Angular 8,Angular 9"
3642,",React Native,React.js,Redux,Hybrid,Javascript,Mobile App Architecture"
3643,",Azure,Logic App,SSRS,SSIS,MS Dynamics 365,CI/CD Pipeline"
3644,",Embedded C,CAN,Bootloader,Autosar,Embedded System,Microcontroller"
3645,",Autosar,FlexRay,Communication Protocols,Debugging,CAN,Scripting"
3646,",Learning and Development,Training and Development,Big4,HR Jobs in BFSI"
3647,",AngularJS,UI,Javascript,Application Architecture,Webservices,JSON"
3648,",Javascript,XML,Automation,WPF,Workflow,Web development"
3649,",Django,Vue.js,Python,Technical Consultant,SQL,PostgreSQL"
3650,",SAP CPI,SAP Implementation,Data Integration,SAP Support,Ariba,IDoc,OData,SAP HCI,SAP HANA"
3651,",Data Warehousing,Spark,Data Management,SQL,Data Pipeline,Kafka"
3652,",React.js,HTML5,CSS3,Angular 2+,Webpack,Flux"
3653,",AngularJS,RWD Design,Angular 2+,TypeScript,JSON,Redux"
3654,",Spark,Hadoop,Jenkins,Scala,MySQL,CI/CD Pipeline"
3655,",Tibco,EBX5,Java,MDM,Data Modeling,J2EE"
3656,",Organization Development,Employer Branding,Talent Management,Diversity & Inclusion,HR Jobs in FMCG,Training and Development"
3657,",Analytics,Presales,Unix,Linux,Solaris,Data processing"
3658,",Javascript,Android,Backend,Agile development,Web services,Mobile applications"
3659,",JSP,Core Java,SQL Coding,SCOBOL,Requirement Gathering,Automation Testing"
3660,",Javascript,CSS,HTML,Front End,Angular,Web Technologies"
3661,",Educational Qualification,Sql Server,Administration,Talent Acquisition,Recruitment,Azure"
3662,
3663,",RPA,UiPath,Cognitive Services,Blue Prism,Automation Anywhere"
3664,",Angular,Html5,CSS,Angularjs"
3665,",Angular,Html5,CSS,Angularjs"
3666,",Javascript,Redux,Es6,Html5,React.Js,Front End"
3667,",MERN Stack,Javascript,React.js,Node.js,RESTful API,Express.js"
3668,
3669,",Java,Kotlin,Android,GWT,Software Development,SQL"
3670,
3671,
3672,
3673,
3674,
3675,",Julia,Python,R,Backtesting,Equity Portfolio,Fixed Income Portfolio"
3676,",SAP ABAP,SAP HANA,CDS View,AMDPs,SAP Implementation,Project Implementation"
3677,",C#,.NET Framework,VB.NET,MS SQL,Microsoft Technologies,Software Architecture"
3678,",Oracle Cpq"
3679,
3680,",Java,Testing,Mule Esb,Monitoring,Soap,Json"
3681,",Plsql,Oracle Sql,Oracle Ebs,Java,Wms,Problem Solving"
3682,",Java,Mule Esb,Testing,Monitoring,Devops,Operations"
3683,",XML,Javascript,jQuery,JSON,Front end,continuous integration"
3684,",Application Configuration,Technical Support,Software Coding,System Design,Data Transformation,Third Party"
3685,",Javascript,Node.Js,MongoDB,Front End,Redis,Html5"
3686,",Application Configuration,Technical Support,Software Coding,System Design,Data Transformation,Third Party"
3687,",SQL Server Development,T-SQL,SSRS,Database Design,MS SQL Server,Query Writing"
3688,",CSS,Ionic Framework,Postgresql,HTML,Bootstrap,Javascript"
3689,",Javascript,Ethereum,Smart Contracts,Solidity,Blockchain,Redux"
3690,",Shopify,Javascript,jQuery,Magento,WooCommerce,eCommerce"
3691,",SnapLogic,MuleSoft,Dell Boomi,Actian,Informatica,SOAP"
3692,",Javascript,Html5,Ux,Articulate Storyline,Ui,Css3"
3693,",React.Js,Javascript,Redux"
3694,",React.Js,Javascript,Redux"
3695,",SAP Implementation,SAP BW,ABAP,S4 HANA Modeling"
3696,",SAP Implementation,SAP BW,ABAP,S4 HANA Modeling"
3697,",Troubleshooting,Auditing,Windows,Unix,SDLC,Maven"
3698,",Node.Js,Angularjs,React.Js,HTML,CSS,MongoDB"
3699,",NoSQL,Java,MongoDB,Kubernetes,Go,SQL"
3700,
3701,",Base24,tandem,Cobol,SCOBOL,hp nonstop"
3702,",advent geneva,geneva developer,geneva programmer,rsl developer,rdl developer,rdl programmer"
3703,
3704,",React Native,Redux,iOS,Android,Mobile App Designing"
3705,",Azure,Chatbot,C#,Node.js,JSON,REST API"
3706,
3707,",Azure,Sql,Asp . Net,Agile,Visual Studio,Troubleshooting"
3708,",Azure,Sql,Asp . Net,Agile,Visual Studio,Troubleshooting"
3709,",Curriculum Design,Education Operations,Academia,PhD,Faculty"
3710,",Kofax,Machine Learning,NLP,RPA,Optical Character Recognition,Automation Anywhere"
3711,",Kofax,SDLC,VB,.Net,C#,SQL Server"
3712,",C++,QT,Qml,System Programming,System Design,STL"
3713,",Azure,Chatbot,C#,Node.js,JSON,REST API"
3714,",Blue Prism,RPA,RPA Tools,RPA Implementation,VBA,SQL"
3715,",Scripting,Javascript,TypeScript,jQuery,HTML,CSS"
3716,",Angular 6,AngularJS,TypeScript,Javascript,OOPS"
3717,",Azure,API,JSON,JMeter,SQL Server,Cloud Services"
3718,
3719,",Azure,Sql,Asp . Net,Agile,Visual Studio,Troubleshooting"
3720,",AWS,Python,AWS Lambda,Aurora PostgreSQL,DynamoDB,NoSQL"
3721,",Curriculum Design,Education Operations,Academia,PhD,Faculty"
3722,",Organization Development,Learning and Development,HR Jobs in BFSI,Training and Development"
3723,",Learning and Development,Organization Development,HR Jobs in BFSI"
3724,",Golang,DynamoDB,AWS,Docker,Kubernetes,ElasticSearch"
3725,",Sharepoint,PowerApps,Javascript"
3726,",C++,Javascript,Design Patterns,Socket Programming,Network Programming,Multithreading"
3727,",Ruby on Rails,Rspec,OOPS,MVC,eCommerce Apps,RDBMS"
3728,",C #,Javascript,Mvc,Asp . Net,Oops,Angularjs"
3729,",C++,QT,MFC,Memory Management,Multithreading,Design Patterns"
3730,",Alteryx,ETL,SQL,Data Validation,Macros,Data Structure"
3731,",Node.js,SQL,Design Patterns,Tomcat,API,Java"
3732,",R&D,Consulting - Pharma"
3733,",Learning and Development,Talent Management,HR Jobs in IT/ITeS"
3734,",SQL,Javascript,HTML,Windows,Automation,Workflow"
3735,",iOS,Android"
3736,
3737,",DevOps,Azure,Docker,Kubernetes,Terraform,Ansible"
3738,",RPA,Blue Prism,VBA,SQL,DB,Macros"
3739,",Frontend Architecture,React.js,Javascript,HTML5,CSS,ES6"
3740,",Kofax,Machine Learning,NLP,RPA,Optical Character Recognition,Automation Anywhere,UiPath"
3741,",Kofax,SDLC,VB,.Net,C#,SQL Server"
3742,",C++,QT,Qml,System Programming,System Design,STL"
3743,",Blue Prism,RPA,RPA Tools,RPA Implementation,VBA,SQL"
3744,",Angular 6,AngularJS,TypeScript,Javascript,OOPS"
3745,",Azure,API,JSON,JMeter,SQL Server,Cloud Services"
3746,",Linux,MySQL,Windows,Android,Automation,MS SQL"
3747,",AWS,Python,AWS Lambda,Aurora PostgreSQL,DynamoDB,NoSQL"
3748,",Ruby on Rails,Rspec,OOPS,MVC,eCommerce Apps,RDBMS"
3749,",C++,QT,MFC,Memory Management,Multithreading,Design Patterns"
3750,",Java,Microsoft Azure,Microservices,Devops,Docker,Python"
3751,",React.js,Node.js,HTML5,CSS3,API Integration,Javascript"
3752,",Power BI,Aurora CosmoDB,Data Management,SSIS,SQL Server,SSAS"
3753,",Java,Spring Boot,Spring MVC,AngularJS,Full Stack"
3754,
3755,
3756,",SQS,DynamoDB,Amazon EC2,Node.js,Spring Boot,Java"
3757,",.Net Core,ASP,API,Visual Studio,AngularJS,NoSQL"
3758,
3759,",Android OS,POS,Design Patterns,Payment System,Java,EMV"
3760,",Learning and Development,Talent Management,HR Jobs in IT/ITeS"
3761,",Ruby on Rails,Terraform,Puppet,CloudFormation,Golang,AWS"
3762,",MongoDB,Kafka,Agile,Microservices Architecture,NoSQL,Java"
3763,",Ruby on Rails,Terraform,Puppet,CloudFormation,Golang,AWS"
3764,",SQL,Javascript,HTML,Windows,Automation,Workflow"
3765,",React.js,Redux,Javascript,ES6,HTML5,CSS"
3766,",RF,Python,Test planning,Agile,System testing,JTAG"
3767,
3768,
3769,",.Net,MVC,.Net Core,C#,SQL Server,VB"
3770,",React.Js,redux,Flux"
3771,",Golang,Code Versioning Tools,Microservices Architecture,Distributed Architecture"
3772,",.Net,.Net Core,ASP,MVC,C#,Entity Framework"
3773,",Java Script,J2Ee,Jsp,Sql,Unix,Windchill"
3774,",Java Script,J2Ee,Jsp,Sql,Unix,Windchill"
3775,",MySQL,Azure Data Factory,Oracle DB,RDBMS,Java,J2EE"
3776,
3777,
3778,
3779,
3780,
3781,",MySQL,Debugging,Software design,Postgresql,HBase,cassandra"
3782,",SQL,Javascript,Core Java,JDBC,JMS,Coding"
3783,",Open Source,API Integration,RESTful Webservices,AngularJS,Laravel,PHP"
3784,",Mobile App Designing,Hybrid Apps,MVC,MVVM,Design Patterns,React Native"
3785,",JavaScript,REST API,Xcode,OOPS,API,React Native"
3786,",Navision"
3787,
3788,
3789,
3790,",PHP,jQuery,Javascript,OOPS,MVC,Design Patterns"
3791,",.Net Core,Full Stack,SOAP Webservices,Data Structure,Cloud Computing,Solution Design"
3792,",.Net Core,Full Stack,SOAP Webservices,Data Structure,Cloud Computing,Solution Design"
3793,",Node.js,Security Protocols,Data Storage,Solution Implementation,Database Schema"
3794,",React.js,Javascript,HTML,CSS,LESS/SASS,Flux"
3795,",QlikView,Qlik Sense,Qlik Nprinting,geo analytics"
3796,",Python,Spark,PySpark,SQL,Apache Airflow,Snowflake DB"
3797,",Oracle Apex,PLSQL,Oracle Forms"
3798,",Python,Spark,PySpark,SQL,Apache Airflow,Snowflake DB"
3799,
3800,",Blockchain,Blockchain Architect,Blockchain Implementation,Ethereum,Ethernet Port,Bitcoin Wallet,DeFi Protocols,Smart Contract"
3801,
3802,",Organization Development,Talent Management,Talent Development,Learning and Development,Change Management"
3803,",Oracle,Leadership,Communication Skills"
3804,",Laravel,PHP,Javascript,MVC,MySQL,Design Patterns"
3805,",Laravel,PHP,Javascript,MVC,MySQL,Design Patterns"
3806,",React.js,UI,Javascript,ES6,TypeScript,RESTful API"
3807,",React.js,UI,Javascript,ES6,TypeScript,RESTful API"
3808,",NGO,Fund Raising"
3809,",React Native,GIT,mobile first,mobilefirst"
3810,",React Native,GIT,mobile first,mobilefirst"
3811,",Troubleshooting,HTML,CRO,Workflow,Monitoring,Clinical research"
3812,",.Net 4.5,HTML,JavaScript,CSS,MVC,Web services"
3813,",.Net,SQL Server,Devops,Angular,Agile"
3814,
3815,
3816,",.Net,SQL Server,Devops,Angular,Agile"
3817,",API,Node.js,RESTful API,Express.js,Javascript,TypeScript"
3818,
3819,
3820,
3821,
3822,
3823,",React.Js,React Native,Redux"
3824,",nodejs,node.js,Backend Developer,Microservices"
3825,
3826,
3827,
3828,
3829,
3830,
3831,",Blue Prism,Automation Anywhere,VB,Project Implementation,RPA Implementation,Javascript"
3832,",Golang,PostgreSQL,DBMS,Node.js,Python,System Configuration"
3833,
3834,
3835,",Node.js,Golang,Backend Architecture,MySQL,NoSQL,MongoDB"
3836,",Node.js,Golang,Backend Architecture,MySQL,NoSQL,MongoDB"
3837,",HTML,Coding,JSON,Front end,DOM,GIT"
3838,",HTML,Web designing,Web development,Agile,Coding,HTTP"
3839,",MySQL,CRM,Visual Studio,Software design,CSS3,JIRA"
3840,",C24,Solution Design,Finacle,Oracle Financials,API,PL-SQL,Oracle DB"
3841,",ES6,Android Studio,Xcode,OOPS,Javascript,REST API"
3842,",MongoDB,Node.Js,Express.Js,MySQL,Cassandra"
3843,",Golang,PostgreSQL,DBMS,Node.js,Python,System Configuration"
3844,",React.js,SQL,Redux,ES6,Javascript,HTML"
3845,",Application Designing,ES6,SQL,React.js,Javascript,Redux"
3846,",HTML,Coding,JSON,Front end,DOM,GIT"
3847,",HTML,Web designing,Web development,Agile,Coding,HTTP"
3848,",MEAN,MERN Stack,Redux,AngularJS,Javascript,OOPS"
3849,",Node.js,Golang,Backend Architecture,MySQL,NoSQL,MongoDB"
3850,",React.js,Javascript,Redux,RESTful API,JSON,Flux"
3851,",Ruby on Rails,OOPS,MySQL,SQL,MVC,Javascript"
3852,",React.Js,HTML,CSS,Javascript,Webpack,Node.Js"
3853,",Javascript,HTML,CSS,AngularJS,UI,Rest Webservices"
3854,",Javascript,HTML,CSS,AngularJS,UI,Rest Webservices"
3855,",Javascript,HTML,Web Api,N-Tier,MVC,SQL Server"
