course_id,Ramesh,Ritesh,Rohit,Divya,Pooja,Ravi,Mansi,Hitesh,Tejas,Sonal,Rahul,Sourabh,Berriessdfssdfsdsgdfg
180372,,,,,,2.0,,,,,4.0,3.0,
429952,,,,,,,,,,,,,
172898,4.0,,,,3.0,,,1.0,,,,,
180360,,,,,,,,,2.0,,,,
713416,,,,,,,,2.0,5.0,,,,
407658,,,,5.0,,,5.0,,5.0,,,,
572992,,,5.0,,4.0,1.0,,,,,,4.0,
192724,,,,,,1.0,4.0,,,3.0,,,
469526,,,,,,3.0,,,,,,2.0,
854764,1.0,,,,3.0,,,,2.0,,,,
754524,4.0,,,1.0,,,,,,,2.0,,
851288,,,,1.0,,,,,,1.0,,,
363058,,,3.0,1.0,,,,1.0,,4.0,,,
700080,,,,1.0,,,1.0,,5.0,,1.0,,
637452,2.0,,,,,,1.0,1.0,,,2.0,4.0,
360916,,,1.0,,,,,2.0,,,,,
375594,,,,,,,,,,2.0,,,
703770,,,,,3.0,,5.0,,,,,,
602032,,,1.0,,,1.0,,,,,,,
475032,2.0,,,,,,,3.0,2.0,5.0,,2.0,
925854,,,2.0,1.0,,,,,,,,,
895936,,,,,,,,3.0,,4.0,,,
399170,,,3.0,,,,,4.0,2.0,3.0,2.0,,
593460,,,,,,1.0,,,,,,3.0,
1225564,,,,,4.0,1.0,5.0,,,1.0,,,
774174,2.0,,,,,,,4.0,,,,4.0,
294292,2.0,,,,,1.0,,,,,5.0,,
189160,,,,,,,4.0,,,1.0,,,
1000136,,,,,,,1.0,,,,,,
1232382,4.0,5.0,5.0,,4.0,,5.0,,2.0,,,2.0,
1058530,4.0,,,,,,,,,,,,
994118,,,,,3.0,,1.0,,,,4.0,,
621014,,,,,,,,,2.0,,,2.0,
673750,,,,,,,2.0,,4.0,,,,
390510,,,,,,,,,,,,1.0,
282044,1.0,,,,3.0,,,,,,,,
118836,,,5.0,,,,3.0,,5.0,,1.0,,
849632,,,,4.0,2.0,4.0,,,,5.0,,,
904240,,,,,,,,,,,4.0,,
1165780,,2.0,,,,4.0,,,,,,,
304424,,,,4.0,5.0,,,,,5.0,5.0,,
1246684,,,4.0,2.0,,,,,,2.0,,,
591880,,,2.0,,,,,,,5.0,3.0,2.0,
155616,4.0,4.0,,1.0,,,,,,,,,
1185936,4.0,,,,,,,,,,,,
65802,,2.0,,,,,,,,3.0,,4.0,
229360,2.0,,,,,,,,3.0,,,1.0,
159388,,3.0,,,,5.0,1.0,,,,4.0,,
172298,,,,,,,,,,,,,
570996,,3.0,,,,,,,,,,,
944594,,,3.0,,,4.0,,,2.0,3.0,,,
81064,4.0,,,,,3.0,,3.0,,,,,
364034,,,,,,1.0,,,,,,,
119276,,,,3.0,1.0,,,,,,4.0,,
753610,5.0,,,,,,,4.0,4.0,5.0,,1.0,
616564,,,,,,,,,2.0,,5.0,1.0,
596026,,,1.0,,,,,3.0,,1.0,1.0,,
1264512,,,3.0,,,,,,3.0,,,,
499504,,,,,,,4.0,2.0,,,,1.0,
903326,,,,,,2.0,,5.0,,,,,
412108,,,,,,4.0,5.0,,5.0,,,,
865630,,,,,,,,,,,,3.0,
1210062,,,1.0,,5.0,2.0,3.0,,5.0,4.0,,1.0,
1180960,2.0,,,,,3.0,,,5.0,5.0,,,
660846,4.0,5.0,,,,,,,1.0,,3.0,,
829206,,3.0,1.0,,,,,4.0,,,,5.0,
385604,,,,4.0,,,,,,,,4.0,
302468,,2.0,5.0,,4.0,,,2.0,,,2.0,1.0,
331600,2.0,,,,,,,,2.0,,4.0,1.0,
557436,,,4.0,,4.0,,4.0,,,,,,
1162656,3.0,,,,5.0,2.0,,5.0,,,,2.0,
389834,3.0,,,,,,,,,5.0,,4.0,
304414,,,,4.0,,,,1.0,3.0,,,,
55136,1.0,1.0,,,,4.0,,3.0,,,,3.0,
619792,,,,,,4.0,,,,3.0,,,
505144,1.0,5.0,4.0,,,5.0,,,,,,,
688244,,2.0,,1.0,,,,2.0,4.0,,,,
642060,,,,,3.0,,,,,,3.0,,
114518,1.0,,,,,2.0,2.0,,,5.0,,,
1050168,,5.0,3.0,5.0,,5.0,1.0,,,4.0,,,
666910,,,,4.0,1.0,,,,2.0,,2.0,,
158830,,5.0,,5.0,,,3.0,3.0,3.0,,5.0,,
577256,,,5.0,,3.0,,3.0,,,3.0,,,
192576,,5.0,5.0,1.0,4.0,,,,,4.0,,,
662450,,,3.0,2.0,3.0,,5.0,,,,3.0,,
312834,,,1.0,,,,,,1.0,4.0,,,
44319,1.0,,,,,2.0,,,,,,4.0,
174800,,,,,5.0,,4.0,,4.0,1.0,2.0,,
1179546,,,,4.0,,,,,,2.0,4.0,,
1239206,,,1.0,2.0,,4.0,,,,,,,
1149564,,,,,,2.0,5.0,,,,,,
79364,,,,,,,,,,2.0,,,
917172,,,3.0,,,,,,2.0,,,,
1276364,,,3.0,,,,,,,4.0,,,
1237912,,,,2.0,5.0,5.0,,,,5.0,,,
531710,,,3.0,,,,2.0,,1.0,,,3.0,
1021760,,,,5.0,,,,,4.0,,,,
193916,,,,,,2.0,,,,5.0,,,
74016,,,,4.0,,,,2.0,5.0,,4.0,,
1073430,,2.0,,,,,,,5.0,,,,
834606,,,,,,,1.0,,,5.0,,,
629060,,,,,2.0,,,,,,,,
698278,,3.0,5.0,,3.0,,,,,,,4.0,
975414,,4.0,,5.0,,3.0,4.0,,5.0,3.0,,,
112296,,,4.0,,,4.0,5.0,,,,,4.0,
536166,5.0,,,3.0,3.0,4.0,,,,5.0,,,
718338,,,,,4.0,,,2.0,,5.0,,,
996612,,3.0,,1.0,,,,,,1.0,,5.0,
941120,,2.0,5.0,,,,,,,,4.0,5.0,
498488,2.0,,,,,,4.0,,,,,,
364566,,5.0,2.0,,,2.0,4.0,,,,,,
600316,,,,4.0,,,5.0,,,,,,
1136912,2.0,,,,,,,,,,,,
239416,,,,,5.0,,,,,,3.0,,
722274,3.0,3.0,,,,,3.0,,,2.0,,,
201942,,,4.0,,,,,,,,,,
355798,,,,,,,,,,,5.0,,
702800,,,5.0,,,3.0,,,,,1.0,2.0,
425126,,5.0,,,5.0,,,1.0,,3.0,,,
1013838,4.0,,,,5.0,2.0,,,,,,,
867682,,,,,3.0,,,,4.0,,2.0,,
239268,,,,,,,,5.0,4.0,,,,
361286,,,,,,,,3.0,2.0,,5.0,,
1036456,,,,,,,2.0,5.0,,1.0,,,
617976,4.0,,4.0,,,3.0,3.0,,,,,1.0,
196620,,,,,,,,,,1.0,,2.0,
667332,,,,,,,,1.0,,,,,
639126,,,,1.0,,,,4.0,,,,4.0,
53211,,,2.0,5.0,,4.0,4.0,,,,1.0,,
212952,,,,,,2.0,4.0,,,,,1.0,
1151398,,,,,4.0,,,,,,,,
1016420,3.0,,4.0,2.0,,3.0,,,,,,,
1178820,3.0,3.0,,,,2.0,4.0,,,,,,
881778,,,,,,,,,3.0,,,,
173462,,,,,,,1.0,1.0,,,4.0,2.0,
648174,,4.0,4.0,,,,,2.0,1.0,3.0,,4.0,
517466,,,1.0,,,,,2.0,,1.0,,4.0,
304422,,,,,3.0,,,,5.0,5.0,,5.0,
177214,,,,,,,2.0,,,,,,
73898,,,,,,,,4.0,,,,,
671548,,,,3.0,,5.0,3.0,,,,,,
504620,,,,4.0,,,,,1.0,,,,
98706,,,2.0,5.0,,,,,,,,,
364428,4.0,,,,,,,,,,4.0,,
560472,1.0,,1.0,,2.0,,,,,,4.0,,
682986,,,4.0,,,,,,,,4.0,3.0,
270844,,1.0,1.0,,,,,4.0,,,,,
507600,2.0,,,,4.0,1.0,,5.0,,,3.0,,
363078,,,4.0,,,,,,,,3.0,,
933394,,,,1.0,,3.0,,4.0,,,5.0,,
1090408,,,,2.0,1.0,,1.0,,,,,,
707688,2.0,,,,1.0,,,4.0,,,,,
544176,,2.0,,,,,5.0,,5.0,,,,
392478,,,,,,5.0,3.0,,,,,,
613422,,,,,,,4.0,3.0,4.0,,,,
316750,,,,,,,2.0,,,,,,
884658,5.0,,,,,,,,1.0,,,,
735550,,,,,2.0,,1.0,1.0,,,,2.0,
770486,1.0,,5.0,,,,3.0,1.0,,,,3.0,
543212,,,,,3.0,,4.0,,,,3.0,,
804298,,,,,,,,,,,,,
707054,,,,,5.0,,,,,,2.0,,
964828,,,3.0,5.0,,,,4.0,,5.0,,,
298522,,,,,,,5.0,,,,,,
1196728,,,,1.0,,5.0,5.0,3.0,,,5.0,,
255170,,,,,,,,1.0,,,,,
40670,,,,,,,4.0,,,,,4.0,
737832,,5.0,,,,,,,,2.0,3.0,,
240256,,1.0,,,,,,3.0,4.0,,,4.0,
931626,5.0,,4.0,,,,,4.0,,,,,
663022,,,,,4.0,,,,,,,,
1196816,,,,3.0,,,,,,,,,
202290,,2.0,4.0,,,,,,2.0,,,,
690546,,2.0,5.0,,,,,,,,1.0,,
560218,,,3.0,5.0,,,,4.0,,2.0,,,
253810,,,,,,,,,,,,,
420926,5.0,,5.0,,5.0,,,,1.0,3.0,2.0,4.0,
382824,,4.0,,,,4.0,,,,2.0,,,
73046,,,,,,,4.0,,2.0,,3.0,,
73860,,,,,,1.0,,,,,,3.0,
191588,,,,,,,,2.0,,3.0,2.0,,
665866,,1.0,,,,,1.0,,,,,,
73068,,,2.0,,,,4.0,,1.0,,,,
252950,,,,,,,,,,,,,
760990,4.0,,,4.0,,,,3.0,2.0,,,,
874312,,5.0,,,,3.0,3.0,,,5.0,,,
373716,4.0,,,,,,1.0,4.0,3.0,1.0,4.0,,
1275790,,5.0,,,5.0,4.0,2.0,,,4.0,4.0,,
836926,,,1.0,5.0,,,,2.0,,,,,
1131122,,,,2.0,,,,,,,5.0,,
595258,,,,,4.0,1.0,,,,,,3.0,
1269590,,,,,5.0,,,,,,,,
611420,,,,,,3.0,,,,,,1.0,
941990,3.0,,,,3.0,,5.0,,,,,,
1119920,5.0,,,,,,3.0,5.0,,,,,
256200,,,,,,,,1.0,,,,,
207166,,,2.0,,,1.0,,,4.0,,,4.0,
390472,,3.0,3.0,,,,,3.0,,,,,
575476,2.0,,,,,,,,,,,,
460652,,1.0,,,,2.0,5.0,,,5.0,2.0,,
157336,,,,,1.0,,,,,,,,
65110,,4.0,,,5.0,,1.0,,5.0,5.0,,5.0,
987682,1.0,1.0,,,,5.0,,,,,,,
835212,3.0,,,,4.0,,,,,5.0,,2.0,
882276,,,,1.0,,,,,,,1.0,,
971110,1.0,,1.0,,,,,,,,4.0,,
414744,,5.0,1.0,,,,1.0,5.0,1.0,4.0,,1.0,
537286,,4.0,1.0,,,,,1.0,,3.0,,,
1123226,,,,1.0,,,,,,,,,
1170626,,,1.0,,,,,4.0,2.0,,3.0,,
1016996,4.0,,,1.0,,5.0,,,,,4.0,,
1046992,,,,,,4.0,3.0,4.0,4.0,,,,
929526,,,,4.0,,4.0,5.0,,3.0,,1.0,,
631276,,,,,,,,,,,,,
86558,1.0,,1.0,,,1.0,1.0,,,5.0,,,
615600,,5.0,1.0,,,,,,2.0,,,,
799434,,,4.0,,5.0,2.0,,,,,,1.0,
1088656,,1.0,,,,,,,,,,,
674354,,,,,2.0,,4.0,,,,3.0,,
1187758,,,,2.0,,,,,,,,,
548764,,1.0,,5.0,3.0,,,,3.0,,,4.0,
410576,,4.0,3.0,,,,,,,,1.0,,
501384,,2.0,,,1.0,5.0,,,1.0,1.0,1.0,5.0,
59725,4.0,1.0,,,,,,,,,,,
47504,,1.0,,,,2.0,3.0,,,2.0,1.0,,
1257502,,,1.0,,,,2.0,,,,,,
304426,,2.0,,4.0,5.0,,,,3.0,,4.0,4.0,
581598,,,,,,,,5.0,3.0,,,,
328842,,4.0,,,5.0,,,,,,,,
541824,,,,,,,,,,,,,
103144,,4.0,5.0,2.0,,,,4.0,,,,,
937150,4.0,,4.0,,,,3.0,,3.0,4.0,,,
1215926,,,,,,1.0,,,,,,,
1035638,,,,4.0,,2.0,,,4.0,5.0,5.0,,
1249146,,3.0,,,,,,,,,,4.0,
1233894,,,,2.0,,3.0,,3.0,2.0,,,5.0,
975910,,,,,1.0,,,,,,,,
1221942,,,,3.0,,,2.0,4.0,,5.0,,,
1169196,3.0,1.0,5.0,1.0,,,,5.0,,5.0,,5.0,
1271182,,2.0,,,,,,,,2.0,2.0,,
1233302,,3.0,,,,,3.0,,3.0,2.0,1.0,,
1231958,,,,,,,,,2.0,,5.0,,
837322,,,,5.0,,,3.0,,,,2.0,,
1157298,,,,,2.0,,,,,2.0,2.0,,
42645,,4.0,2.0,,,,,5.0,,,,,
355622,3.0,,,,4.0,2.0,4.0,,,,,,
514036,,,,,,,2.0,,,,,3.0,
45136,,2.0,,,,,2.0,,,,,1.0,
371574,,,,,,,,5.0,,,,4.0,
915964,,3.0,,,5.0,4.0,,,3.0,,3.0,,
1209556,5.0,,,,,,,5.0,,,,,
412856,3.0,,4.0,,,5.0,,,,,,,
42651,2.0,,,3.0,5.0,,,,,2.0,,5.0,
294914,,,,,,,,,,,,,
219306,,,,1.0,3.0,2.0,,5.0,,,5.0,,
652768,,,,,,4.0,,4.0,2.0,4.0,,,
42197,,,,,,,,4.0,,3.0,3.0,,
936298,,,,,,,1.0,,,,3.0,,
885443,4.0,,,,,,2.0,,,,,4.0,
585208,3.0,,,,5.0,,4.0,,,4.0,,,
386922,4.0,,,,,,1.0,,,,,,
1023650,2.0,,,1.0,,,,,,,3.0,,
676764,,,,,,,,2.0,,,,,
696342,,1.0,,,,,,,,,,3.0,
41145,,,,,1.0,,1.0,,,,,,
145220,,,1.0,,,,4.0,,,,,,
868686,,,,,,,1.0,,2.0,,,,
745110,1.0,,,,2.0,,,3.0,,,,,
745832,,,3.0,,,3.0,,,,2.0,,,
43778,,,,2.0,,,2.0,,,4.0,,,
19653,,,,,,,1.0,,3.0,,,4.0,
1013190,,,,3.0,,,,5.0,,,,1.0,
824034,,,1.0,,,,,1.0,,,,,
370440,5.0,,,,,,,,,,,2.0,
312860,,,,,,,5.0,,5.0,,4.0,4.0,
168358,,,,4.0,2.0,,,,,5.0,5.0,,
721746,,,,4.0,2.0,3.0,,5.0,,2.0,,,
885342,,1.0,,,,,,,,3.0,2.0,,
811416,,,,,,2.0,3.0,,1.0,,,,
35131,4.0,,3.0,3.0,5.0,2.0,2.0,,,,,1.0,
570844,4.0,,,,,3.0,4.0,5.0,4.0,5.0,4.0,,
189996,1.0,,,1.0,,,,,,,,,
716828,,2.0,,1.0,4.0,,,,,,,,
702138,5.0,,,,,,,,,,,,
130298,,,3.0,,4.0,,,,,1.0,3.0,,
709536,,,,,1.0,4.0,,4.0,,,4.0,,
706942,1.0,4.0,,4.0,,,,,3.0,,,,
297762,,,4.0,1.0,1.0,1.0,2.0,,,,5.0,,
614472,,2.0,1.0,5.0,4.0,,2.0,,,1.0,,,
463834,,,,,2.0,,,,,4.0,,,
934614,5.0,,,1.0,,,,,,,5.0,,
430968,2.0,3.0,,2.0,,,5.0,4.0,,,,,
305368,,2.0,,5.0,,,,,,,,,
179446,4.0,,,,,,,,1.0,,1.0,,
443502,3.0,,,5.0,,,,,,,,,
414246,,4.0,,,,2.0,,,,,,2.0,
571506,,5.0,,,3.0,,3.0,,1.0,,3.0,4.0,
1101382,,,,,,,1.0,,,,,,
638966,,1.0,,,,,,,1.0,,1.0,,
757508,,,,,,,,,,,2.0,4.0,
180384,,,,,,,,3.0,4.0,,,,
812798,,,,,5.0,,5.0,,,,,,
364206,,,2.0,5.0,,,,,,3.0,,,
742142,,2.0,,,,2.0,3.0,,1.0,4.0,,,
895030,1.0,3.0,,,,3.0,,,,,,,
516168,,2.0,1.0,,,,,,,,,2.0,
612528,,,,,,2.0,4.0,4.0,,,,5.0,
597084,,,,5.0,,5.0,4.0,,,,,,
544556,,,3.0,,,4.0,,2.0,,4.0,,,
953490,,,,,,,,,,4.0,,,
221872,,,2.0,,,,,,,,,,
662318,,,,5.0,,,,,,2.0,,,
73044,3.0,,4.0,1.0,,,,,,,4.0,,
714188,,,,4.0,,,,,,,5.0,,
548044,,,,,,,,,,5.0,,,
498360,,,,,,,5.0,,,,,,
425338,,,,,3.0,,2.0,,,,,,
164102,,,2.0,3.0,4.0,2.0,,,,1.0,3.0,2.0,
902888,,,,,,4.0,5.0,,,,,,
245822,5.0,,2.0,,,,,2.0,,,,,
729128,3.0,,3.0,,,5.0,1.0,,,,,3.0,
773650,,,,,,,,,4.0,,,1.0,
466632,,,,5.0,3.0,,2.0,,,,,,
466774,,1.0,,,,,,,,,,,
442114,,,,5.0,2.0,,,,4.0,,2.0,,
781954,,,,2.0,,4.0,,,,,2.0,4.0,
902150,,3.0,1.0,,,3.0,,,,,2.0,1.0,
1169188,,2.0,,,,,5.0,1.0,,,,,
1201912,,4.0,5.0,,,,,,,,,,
167316,1.0,5.0,5.0,,,,2.0,,2.0,,,2.0,
1028656,4.0,,5.0,2.0,,,,,,,5.0,,
645890,,4.0,2.0,,,,,,2.0,3.0,2.0,2.0,
559328,,,5.0,3.0,,,,,,,,,
1225194,,,,,3.0,,,,,,,4.0,
734280,,5.0,3.0,,,,,,,1.0,4.0,,
1164568,,5.0,1.0,,,,,,,,,2.0,
43291,,,,,,,,,3.0,,,,
1034560,4.0,,,,4.0,,,,,3.0,,,
871682,5.0,,4.0,3.0,,1.0,,,1.0,,,,
1057040,3.0,,,2.0,2.0,,,,3.0,,,,
1032648,2.0,5.0,,,4.0,1.0,,2.0,4.0,,,,
1087466,,,1.0,,,1.0,,,,,,,
1058852,,,,4.0,3.0,,5.0,1.0,,1.0,,1.0,
1083744,2.0,,5.0,,4.0,,,3.0,,2.0,,1.0,
1271430,,,,,,,4.0,,,,,,
715476,2.0,,3.0,,,1.0,,,1.0,,,,
1219820,,,,,,3.0,,,,,4.0,,
627332,5.0,,2.0,,3.0,,,1.0,,,,,
1136038,4.0,,,1.0,,3.0,,,,,1.0,,
1035638,4.0,,,,,,,,,,,,
1232282,,5.0,,,,,,,3.0,,,3.0,
41961,,,,,,,,1.0,,1.0,,,
42040,3.0,,,3.0,,,2.0,1.0,,5.0,,,
1039442,5.0,,,,,,,,,,,,
615602,,,,,5.0,3.0,,4.0,4.0,,,,
235112,,1.0,5.0,,,,,,,,,,
551910,,3.0,,,1.0,,,,,,,3.0,
1051430,,2.0,,,,,,,,3.0,,,
828596,,,2.0,,3.0,,1.0,,1.0,4.0,,1.0,
258894,,,,,,4.0,,,,,,,
138560,1.0,,2.0,,1.0,,,,,,,,
689868,4.0,,,,3.0,,,,2.0,1.0,,,
1020244,,1.0,2.0,4.0,,3.0,,,,,5.0,,
858764,2.0,3.0,,,,,,1.0,,4.0,3.0,,
941310,,,,3.0,,,,,,,,,
1214144,,,,,,,,3.0,,,,,
492344,,,,,,,,2.0,3.0,,1.0,,
815672,,,3.0,,3.0,,,,,,,,
376712,,4.0,,3.0,,,,,,1.0,3.0,,
869716,,,,,,,,,,4.0,,,
754156,,2.0,,,,,,2.0,,3.0,,1.0,
709816,,,,,4.0,,2.0,,,2.0,,,
680046,,,,,,,3.0,,,,,,
1138162,,,,3.0,,,3.0,1.0,,3.0,3.0,,
829182,,3.0,2.0,,3.0,3.0,,,,,,2.0,
1163242,,,,,,,1.0,,4.0,4.0,4.0,,
46933,,,,,,,3.0,,,,4.0,,
954842,,4.0,5.0,1.0,2.0,3.0,,,,,,2.0,
868112,2.0,,2.0,,4.0,2.0,5.0,,5.0,,,1.0,
1056242,,,,,,2.0,,2.0,5.0,5.0,3.0,,
113712,,,4.0,1.0,3.0,,,,,1.0,,,
146454,1.0,3.0,,,,,,,,3.0,,,
56926,,3.0,,,,,5.0,,2.0,2.0,,,
589778,,,,,4.0,,,,,,,,
1113702,,,,,1.0,,,,,,,,
1072220,1.0,2.0,,2.0,,,2.0,,,,5.0,,
101038,,,,2.0,,,2.0,2.0,,,2.0,,
417088,,,,,,4.0,,,,1.0,,,
258954,4.0,,,2.0,,1.0,5.0,,,5.0,1.0,,
298044,,1.0,4.0,,,5.0,,,,2.0,,3.0,
593962,,,1.0,,,4.0,,4.0,,,,,
941520,,,,,,,,,3.0,,,2.0,
64173,3.0,,4.0,3.0,5.0,,3.0,,,,5.0,,
371828,,5.0,,2.0,2.0,,1.0,,,,,,
974954,,2.0,,,1.0,,,,,,,,
818572,,3.0,,,,,,,,,3.0,4.0,
115752,,5.0,,,,2.0,,5.0,,,,,
731150,,,,,,,,3.0,,,,,
627772,3.0,1.0,,,,2.0,,,4.0,,3.0,,
850726,3.0,,,,,,2.0,,5.0,,,,
136244,,4.0,2.0,,,,,,,3.0,2.0,,
485889,,,,3.0,1.0,,,,,,,,
507778,,5.0,,,,3.0,,,,3.0,4.0,,
422918,2.0,,,,2.0,,4.0,,,,,,
362530,,,1.0,,,,,,,,5.0,,
579642,,,,1.0,,,,,,,,,
1022796,,,4.0,,,,1.0,2.0,,,,,
793084,,,,5.0,,,,,,1.0,2.0,,
881062,,,,,2.0,,,2.0,,,,,
838260,,,,,,,,2.0,,1.0,,3.0,
380542,3.0,,,2.0,,3.0,,2.0,,,,1.0,
772480,,,,,,,,,,,,2.0,
576906,,2.0,3.0,2.0,3.0,,4.0,3.0,,,1.0,,
410196,,,,,,,,,,,3.0,,
581662,,,1.0,1.0,,5.0,,,2.0,,,,
1088102,3.0,,,,,,,,3.0,2.0,3.0,,
788756,,,2.0,,,,,,,,,,
380206,,5.0,,,,,,,,,,,
160322,2.0,,2.0,,,,,4.0,2.0,,,,
610812,,,,,5.0,3.0,,,,2.0,,,
288256,,,,4.0,,,,,,,,,
662996,4.0,5.0,,,,,,,5.0,,2.0,,
101234,,,2.0,,,5.0,,,5.0,3.0,1.0,,
1113442,,,,,,,1.0,,,,2.0,1.0,
746366,,,,,2.0,,,,,,5.0,,
186556,3.0,,,,3.0,,,1.0,,,2.0,,
179500,,,,,,,4.0,,,,,3.0,
304000,,1.0,,,,,,,,,,1.0,
334838,,,,,4.0,,5.0,2.0,,,,1.0,
302456,,,,,,,,1.0,,,,,
537748,,,4.0,,3.0,,,,,,,,
378464,2.0,,,,3.0,,,2.0,,3.0,,,
532216,,,2.0,1.0,,,,,,,1.0,,
41973,,4.0,,,,4.0,,,,,,,
138004,1.0,5.0,,2.0,2.0,,,3.0,4.0,3.0,,5.0,
94532,1.0,3.0,,,,,,2.0,4.0,,,,
467238,,,,,,,,,,,,4.0,
850294,,1.0,4.0,,,,5.0,4.0,,,,,
1110256,,,,,3.0,,,,2.0,,,,
439210,,,,,,,,1.0,,,5.0,,
597164,4.0,,4.0,,5.0,,2.0,5.0,,2.0,,,
773502,,,4.0,,,,3.0,,4.0,,,5.0,
262818,3.0,4.0,2.0,,2.0,,,,,,,,
255046,,,,,,,5.0,3.0,,,,,
295909,2.0,,,,1.0,,,,,,,1.0,
1153876,2.0,,4.0,,5.0,,,3.0,,,,,
83736,,,,,3.0,3.0,1.0,,,,,,
75182,,4.0,,,,,,,,,,2.0,
236070,,,,,,,4.0,,,,,,
788796,,,,,2.0,,,5.0,,,,,
508796,,,,1.0,,,,1.0,,,,,
739910,,,,1.0,,,,3.0,,,,5.0,
725872,1.0,,,,5.0,,,,,,,,
894336,,1.0,1.0,,,1.0,,,,,,,
334820,5.0,,,,,,,,3.0,,,,
619786,5.0,,,,,,,,,,,,
179820,,,,,,,,,,,3.0,5.0,
322332,,,,,,,,,3.0,3.0,,,
597424,,4.0,3.0,,,,,,,,,,
1089610,,,3.0,,,,,,,,,,
166842,,,,4.0,,,,4.0,,1.0,,,
408232,,,,1.0,,5.0,,,,,,,
249376,1.0,,,,,,,,5.0,,,,
231256,,1.0,4.0,,,4.0,,,2.0,3.0,3.0,3.0,
479496,5.0,,,,,,,1.0,,,,,
944534,,,,,,5.0,,3.0,,,,4.0,
1153854,,1.0,,3.0,,,,2.0,3.0,,,,
74028,,,,,,,,,,,,,
73962,,,,,,,,,5.0,3.0,,,
1156530,,2.0,,2.0,4.0,,,1.0,,,2.0,1.0,
1097288,,,,1.0,,,,1.0,3.0,,,2.0,
614668,,,,,,1.0,,,,,4.0,,
1082352,3.0,,,,4.0,,1.0,,,,,,
625670,,,,1.0,,,,4.0,,,,,
35409,,,5.0,,,,,,,,,,
250902,,,,,,3.0,,,,,,1.0,
1010988,,,2.0,5.0,,,3.0,,,,1.0,,
855816,,,,,,,,,3.0,,,,
813360,3.0,,,,3.0,,,,,,1.0,4.0,
813516,1.0,,,,3.0,2.0,,5.0,,,,1.0,
302484,,,3.0,5.0,,,1.0,,,,1.0,,
861764,,3.0,,2.0,1.0,,2.0,,,,,5.0,
765238,,,,,,,1.0,4.0,,,,5.0,
542950,,,,,,1.0,,2.0,,,,,
307080,,,,,5.0,,1.0,5.0,3.0,,3.0,,
469848,,,,5.0,4.0,,3.0,1.0,5.0,,1.0,,
581498,,,2.0,,,1.0,2.0,,,,,,
849896,,,,,,,,,1.0,,3.0,,
1174084,,,1.0,,2.0,5.0,,,,,,,
801702,2.0,2.0,,1.0,,,,4.0,,,,,
786984,,,,,2.0,,,,1.0,3.0,,,
255592,,,4.0,1.0,,,,,5.0,1.0,,,
514844,,,,,5.0,,,,,,,,
998706,,,,,,,5.0,3.0,2.0,,,,
644020,,,,4.0,,,,5.0,,,5.0,,
1250742,4.0,,,,,,,,4.0,,,4.0,
54246,,,,,,,2.0,3.0,,,,4.0,
805630,1.0,,,1.0,,,5.0,1.0,,3.0,,,
315716,,,,,2.0,5.0,,,,2.0,2.0,,
1124276,,,,1.0,,,,,,,,,
1227792,2.0,,,,,,4.0,,,,3.0,,
769340,,,,,2.0,,,3.0,1.0,,,,
737182,2.0,,,5.0,3.0,,1.0,,,1.0,3.0,4.0,
960786,,,3.0,2.0,,,,,,,3.0,5.0,
657050,,,,2.0,3.0,,2.0,1.0,,,,3.0,
1196700,,,,,,,,,,,,1.0,
1137310,,,4.0,,5.0,,,,,,,,
632368,,1.0,,1.0,,,,,5.0,,,,
571730,,,,1.0,,,,,,,,3.0,
720994,,,,,,,,,1.0,4.0,,,
1080466,,5.0,,,4.0,,,3.0,,5.0,,,
907416,,,4.0,,,,2.0,,5.0,,,5.0,
1062144,5.0,1.0,,,3.0,1.0,,,,,,,
1097486,,5.0,,,,,,,,,,,
396890,2.0,,,,,4.0,3.0,3.0,3.0,2.0,,,
945194,2.0,,5.0,3.0,,,2.0,,,,,,
598846,,,,,5.0,3.0,,,5.0,,,,
950750,,,,,,,1.0,,,,,1.0,
740764,1.0,5.0,,,,,,,,4.0,,,
739972,,,2.0,,,,5.0,,4.0,,4.0,,
464002,,3.0,,1.0,,,,3.0,,4.0,2.0,,
343818,,,,,,5.0,,3.0,,,,,
434100,,,,,,1.0,4.0,,,2.0,,,
158140,,,,,,,,,,,5.0,,
1141708,,,,,,4.0,,,,,5.0,,
1240408,3.0,1.0,4.0,5.0,,,,3.0,,,2.0,,
557208,,4.0,,,,,,,,,,,
1178150,1.0,3.0,,,,,,,,,,,
93850,3.0,,,,,,,,,,5.0,,
429080,5.0,5.0,,,,,,,,2.0,,,
914164,1.0,,,,,,2.0,,,,5.0,,
876898,,,,,,5.0,,,1.0,2.0,1.0,,
877968,,,,,,4.0,,,,,,,
1230950,3.0,,2.0,,4.0,,,5.0,,,,,
953432,,,,1.0,,,,,,,,3.0,
872204,,5.0,1.0,,1.0,,,,,5.0,,,
1027678,1.0,,,,,,,,,,1.0,,
304420,3.0,3.0,3.0,,,,,,,,,,
1078254,,,,,,,5.0,,,5.0,,,
1193288,,,,1.0,1.0,,,,1.0,4.0,,2.0,
1106148,,,,3.0,3.0,,,3.0,,,,,
1029322,,,,,,,,,,,3.0,1.0,
676650,,,2.0,,,,,,,1.0,,,
129274,,,,,,,,,,,,,
634932,2.0,,,,,2.0,2.0,1.0,,,,,
116924,,,,,,,,,3.0,4.0,,,
1174086,,,,,,,3.0,3.0,,,,,
