,course_id,Ramesh,Ritesh,Rohit,Divya,Pooja,Ravi,Mansi,Hitesh,Tejas,Sonal,Rahul,Sourabh,nishu314@gmail.com
507,1041522,,3.0,1.0,,,,,,5.0,,,5.0,
508,657130,,,,5.0,,1.0,,,,,5.0,2.0,
509,774570,,,,,4.0,,,,,5.0,,,
510,1078520,,,,,,,,5.0,,,,4.0,
511,999262,3.0,4.0,,,,2.0,,,,,,4.0,
512,100526,5.0,3.0,5.0,3.0,3.0,,,,,,4.0,3.0,
513,513046,,,,,,,,,,,,1.0,
514,309854,,,,,,,,,5.0,1.0,,,
515,580068,,1.0,2.0,,5.0,,5.0,2.0,,1.0,,,
516,304410,,,,1.0,,,,,5.0,,,2.0,
517,782256,,,,,,,4.0,,,,,,
518,826912,,,,4.0,,4.0,3.0,,,,,,
519,313512,,,,,,,,,,,,4.0,
520,759262,1.0,5.0,4.0,,,1.0,,,1.0,,,,
521,359926,,,,,,,4.0,,1.0,,,,
522,591724,,,5.0,5.0,,,,,,,4.0,2.0,
523,533458,,3.0,,,,,,,,,4.0,,
524,1064904,,,1.0,,,5.0,5.0,,,,,5.0,
525,484134,,3.0,1.0,,,,1.0,,,1.0,,5.0,
526,1046940,,,,,,,4.0,4.0,,,3.0,,
527,1107954,,,,,,,,,,5.0,,,
528,455452,,,,,,,4.0,,,,,,
529,1263966,3.0,,,,5.0,5.0,,,,,,,
530,658766,,,,,,1.0,3.0,,5.0,,,1.0,
531,927442,3.0,,,,,,,4.0,4.0,,,,
532,972126,,,,,,,,5.0,,,,,
533,1031696,,2.0,1.0,,1.0,,,,,,,,
534,742106,,,,,,5.0,,4.0,2.0,,,,
535,355374,4.0,5.0,,4.0,,,3.0,,,4.0,,,
536,529828,,3.0,,,4.0,,1.0,,,,,,
537,538560,,,,,,,2.0,3.0,,,,,
538,994666,,,,2.0,,,,,,,2.0,1.0,
539,389108,4.0,5.0,,,,,,,4.0,,,1.0,
540,38456,,,5.0,3.0,,,2.0,,,2.0,,,
541,282050,,4.0,,5.0,3.0,2.0,3.0,2.0,4.0,,3.0,,
542,607800,,,,,,2.0,,,1.0,,5.0,,
543,832410,,,,,,,,,5.0,2.0,,,
544,779000,,1.0,,,,,,,,,,4.0,
545,180372,,,,,,2.0,,,,,4.0,3.0,
546,429952,,,,,,,,,,,,,
547,172898,4.0,,,,3.0,,,1.0,,,,,
548,180360,,,,,,,,,2.0,,,,
549,713416,,,,,,,,2.0,5.0,,,,
550,407658,,,,5.0,,,5.0,,5.0,,,,
551,572992,,,5.0,,4.0,1.0,,,,,,4.0,
552,192724,,,,,,1.0,4.0,,,3.0,,,
553,469526,,,,,,3.0,,,,,,2.0,
554,854764,1.0,,,,3.0,,,,2.0,,,,
555,754524,4.0,,,1.0,,,,,,,2.0,,
556,851288,,,,1.0,,,,,,1.0,,,
557,363058,,,3.0,1.0,,,,1.0,,4.0,,,
558,700080,,,,1.0,,,1.0,,5.0,,1.0,,
559,637452,2.0,,,,,,1.0,1.0,,,2.0,4.0,
560,360916,,,1.0,,,,,2.0,,,,,
561,375594,,,,,,,,,,2.0,,,
562,703770,,,,,3.0,,5.0,,,,,,
563,602032,,,1.0,,,1.0,,,,,,,
564,475032,2.0,,,,,,,3.0,2.0,5.0,,2.0,
565,925854,,,2.0,1.0,,,,,,,,,
566,895936,,,,,,,,3.0,,4.0,,,
567,399170,,,3.0,,,,,4.0,2.0,3.0,2.0,,
568,593460,,,,,,1.0,,,,,,3.0,
569,1225564,,,,,4.0,1.0,5.0,,,1.0,,,
570,774174,2.0,,,,,,,4.0,,,,4.0,
571,294292,2.0,,,,,1.0,,,,,5.0,,
572,189160,,,,,,,4.0,,,1.0,,,
573,1000136,,,,,,,1.0,,,,,,
574,1232382,4.0,5.0,5.0,,4.0,,5.0,,2.0,,,2.0,
575,1058530,4.0,,,,,,,,,,,,
576,994118,,,,,3.0,,1.0,,,,4.0,,
577,621014,,,,,,,,,2.0,,,2.0,
578,673750,,,,,,,2.0,,4.0,,,,
579,390510,,,,,,,,,,,,1.0,
580,282044,1.0,,,,3.0,,,,,,,,
581,118836,,,5.0,,,,3.0,,5.0,,1.0,,
582,849632,,,,4.0,2.0,4.0,,,,5.0,,,
583,904240,,,,,,,,,,,4.0,,
584,1165780,,2.0,,,,4.0,,,,,,,
585,304424,,,,4.0,5.0,,,,,5.0,5.0,,
586,1246684,,,4.0,2.0,,,,,,2.0,,,
587,591880,,,2.0,,,,,,,5.0,3.0,2.0,
588,155616,4.0,4.0,,1.0,,,,,,,,,
589,1185936,4.0,,,,,,,,,,,,
590,65802,,2.0,,,,,,,,3.0,,4.0,
591,229360,2.0,,,,,,,,3.0,,,1.0,
592,159388,,3.0,,,,5.0,1.0,,,,4.0,,
593,172298,,,,,,,,,,,,,
594,570996,,3.0,,,,,,,,,,,
595,944594,,,3.0,,,4.0,,,2.0,3.0,,,
596,81064,4.0,,,,,3.0,,3.0,,,,,
597,364034,,,,,,1.0,,,,,,,
598,119276,,,,3.0,1.0,,,,,,4.0,,
599,753610,5.0,,,,,,,4.0,4.0,5.0,,1.0,
600,616564,,,,,,,,,2.0,,5.0,1.0,
601,596026,,,1.0,,,,,3.0,,1.0,1.0,,
602,1264512,,,3.0,,,,,,3.0,,,,
603,499504,,,,,,,4.0,2.0,,,,1.0,
604,903326,,,,,,2.0,,5.0,,,,,
605,412108,,,,,,4.0,5.0,,5.0,,,,
606,865630,,,,,,,,,,,,3.0,
607,1210062,,,1.0,,5.0,2.0,3.0,,5.0,4.0,,1.0,
608,1180960,2.0,,,,,3.0,,,5.0,5.0,,,
609,660846,4.0,5.0,,,,,,,1.0,,3.0,,
610,829206,,3.0,1.0,,,,,4.0,,,,5.0,
611,385604,,,,4.0,,,,,,,,4.0,
612,302468,,2.0,5.0,,4.0,,,2.0,,,2.0,1.0,
613,331600,2.0,,,,,,,,2.0,,4.0,1.0,
614,557436,,,4.0,,4.0,,4.0,,,,,,
615,1162656,3.0,,,,5.0,2.0,,5.0,,,,2.0,
616,389834,3.0,,,,,,,,,5.0,,4.0,
617,304414,,,,4.0,,,,1.0,3.0,,,,
618,55136,1.0,1.0,,,,4.0,,3.0,,,,3.0,
619,619792,,,,,,4.0,,,,3.0,,,
620,505144,1.0,5.0,4.0,,,5.0,,,,,,,
621,688244,,2.0,,1.0,,,,2.0,4.0,,,,
622,642060,,,,,3.0,,,,,,3.0,,
623,114518,1.0,,,,,2.0,2.0,,,5.0,,,
624,1050168,,5.0,3.0,5.0,,5.0,1.0,,,4.0,,,
625,666910,,,,4.0,1.0,,,,2.0,,2.0,,
626,158830,,5.0,,5.0,,,3.0,3.0,3.0,,5.0,,
627,577256,,,5.0,,3.0,,3.0,,,3.0,,,
628,192576,,5.0,5.0,1.0,4.0,,,,,4.0,,,
629,662450,,,3.0,2.0,3.0,,5.0,,,,3.0,,
630,312834,,,1.0,,,,,,1.0,4.0,,,
631,44319,1.0,,,,,2.0,,,,,,4.0,
632,174800,,,,,5.0,,4.0,,4.0,1.0,2.0,,
633,1179546,,,,4.0,,,,,,2.0,4.0,,
634,1239206,,,1.0,2.0,,4.0,,,,,,,
635,1149564,,,,,,2.0,5.0,,,,,,
636,79364,,,,,,,,,,2.0,,,
637,917172,,,3.0,,,,,,2.0,,,,
638,1276364,,,3.0,,,,,,,4.0,,,
639,1237912,,,,2.0,5.0,5.0,,,,5.0,,,
640,531710,,,3.0,,,,2.0,,1.0,,,3.0,
641,1021760,,,,5.0,,,,,4.0,,,,
642,193916,,,,,,2.0,,,,5.0,,,
643,74016,,,,4.0,,,,2.0,5.0,,4.0,,
644,1073430,,2.0,,,,,,,5.0,,,,
645,834606,,,,,,,1.0,,,5.0,,,
646,629060,,,,,2.0,,,,,,,,
647,698278,,3.0,5.0,,3.0,,,,,,,4.0,
648,975414,,4.0,,5.0,,3.0,4.0,,5.0,3.0,,,
649,112296,,,4.0,,,4.0,5.0,,,,,4.0,
650,536166,5.0,,,3.0,3.0,4.0,,,,5.0,,,
651,718338,,,,,4.0,,,2.0,,5.0,,,
652,996612,,3.0,,1.0,,,,,,1.0,,5.0,
653,941120,,2.0,5.0,,,,,,,,4.0,5.0,
654,498488,2.0,,,,,,4.0,,,,,,
655,364566,,5.0,2.0,,,2.0,4.0,,,,,,
656,600316,,,,4.0,,,5.0,,,,,,
657,1136912,2.0,,,,,,,,,,,,
658,239416,,,,,5.0,,,,,,3.0,,
659,722274,3.0,3.0,,,,,3.0,,,2.0,,,
660,201942,,,4.0,,,,,,,,,,
661,355798,,,,,,,,,,,5.0,,
662,702800,,,5.0,,,3.0,,,,,1.0,2.0,
663,425126,,5.0,,,5.0,,,1.0,,3.0,,,
664,1013838,4.0,,,,5.0,2.0,,,,,,,
665,867682,,,,,3.0,,,,4.0,,2.0,,
666,239268,,,,,,,,5.0,4.0,,,,
667,361286,,,,,,,,3.0,2.0,,5.0,,
668,1036456,,,,,,,2.0,5.0,,1.0,,,
669,617976,4.0,,4.0,,,3.0,3.0,,,,,1.0,
670,196620,,,,,,,,,,1.0,,2.0,
671,667332,,,,,,,,1.0,,,,,
672,639126,,,,1.0,,,,4.0,,,,4.0,
673,53211,,,2.0,5.0,,4.0,4.0,,,,1.0,,
674,212952,,,,,,2.0,4.0,,,,,1.0,
675,1151398,,,,,4.0,,,,,,,,
676,1016420,3.0,,4.0,2.0,,3.0,,,,,,,
677,1178820,3.0,3.0,,,,2.0,4.0,,,,,,
678,881778,,,,,,,,,3.0,,,,
679,173462,,,,,,,1.0,1.0,,,4.0,2.0,
680,648174,,4.0,4.0,,,,,2.0,1.0,3.0,,4.0,
681,517466,,,1.0,,,,,2.0,,1.0,,4.0,
682,304422,,,,,3.0,,,,5.0,5.0,,5.0,
683,177214,,,,,,,2.0,,,,,,
684,73898,,,,,,,,4.0,,,,,
685,671548,,,,3.0,,5.0,3.0,,,,,,
686,504620,,,,4.0,,,,,1.0,,,,
687,98706,,,2.0,5.0,,,,,,,,,
688,364428,4.0,,,,,,,,,,4.0,,
689,560472,1.0,,1.0,,2.0,,,,,,4.0,,
690,682986,,,4.0,,,,,,,,4.0,3.0,
691,270844,,1.0,1.0,,,,,4.0,,,,,
692,507600,2.0,,,,4.0,1.0,,5.0,,,3.0,,
693,363078,,,4.0,,,,,,,,3.0,,
694,933394,,,,1.0,,3.0,,4.0,,,5.0,,
695,1090408,,,,2.0,1.0,,1.0,,,,,,
696,707688,2.0,,,,1.0,,,4.0,,,,,
697,544176,,2.0,,,,,5.0,,5.0,,,,
698,392478,,,,,,5.0,3.0,,,,,,
699,613422,,,,,,,4.0,3.0,4.0,,,,
700,316750,,,,,,,2.0,,,,,,
701,884658,5.0,,,,,,,,1.0,,,,
702,735550,,,,,2.0,,1.0,1.0,,,,2.0,
703,770486,1.0,,5.0,,,,3.0,1.0,,,,3.0,
704,543212,,,,,3.0,,4.0,,,,3.0,,
705,804298,,,,,,,,,,,,,
706,707054,,,,,5.0,,,,,,2.0,,
707,964828,,,3.0,5.0,,,,4.0,,5.0,,,
708,298522,,,,,,,5.0,,,,,,
709,1196728,,,,1.0,,5.0,5.0,3.0,,,5.0,,
710,255170,,,,,,,,1.0,,,,,
711,40670,,,,,,,4.0,,,,,4.0,
712,737832,,5.0,,,,,,,,2.0,3.0,,
713,240256,,1.0,,,,,,3.0,4.0,,,4.0,
714,931626,5.0,,4.0,,,,,4.0,,,,,
715,663022,,,,,4.0,,,,,,,,
716,1196816,,,,3.0,,,,,,,,,
717,202290,,2.0,4.0,,,,,,2.0,,,,
718,690546,,2.0,5.0,,,,,,,,1.0,,
719,560218,,,3.0,5.0,,,,4.0,,2.0,,,
720,253810,,,,,,,,,,,,,
721,420926,5.0,,5.0,,5.0,,,,1.0,3.0,2.0,4.0,
722,382824,,4.0,,,,4.0,,,,2.0,,,
723,73046,,,,,,,4.0,,2.0,,3.0,,
724,73860,,,,,,1.0,,,,,,3.0,
725,191588,,,,,,,,2.0,,3.0,2.0,,
726,665866,,1.0,,,,,1.0,,,,,,
727,73068,,,2.0,,,,4.0,,1.0,,,,
728,252950,,,,,,,,,,,,,
729,760990,4.0,,,4.0,,,,3.0,2.0,,,,
730,874312,,5.0,,,,3.0,3.0,,,5.0,,,
731,373716,4.0,,,,,,1.0,4.0,3.0,1.0,4.0,,
732,1275790,,5.0,,,5.0,4.0,2.0,,,4.0,4.0,,
733,836926,,,1.0,5.0,,,,2.0,,,,,
734,1131122,,,,2.0,,,,,,,5.0,,
735,595258,,,,,4.0,1.0,,,,,,3.0,
736,1269590,,,,,5.0,,,,,,,,
737,611420,,,,,,3.0,,,,,,1.0,
738,941990,3.0,,,,3.0,,5.0,,,,,,
739,1119920,5.0,,,,,,3.0,5.0,,,,,
740,256200,,,,,,,,1.0,,,,,
741,207166,,,2.0,,,1.0,,,4.0,,,4.0,
742,390472,,3.0,3.0,,,,,3.0,,,,,
743,575476,2.0,,,,,,,,,,,,
744,460652,,1.0,,,,2.0,5.0,,,5.0,2.0,,
745,157336,,,,,1.0,,,,,,,,
746,65110,,4.0,,,5.0,,1.0,,5.0,5.0,,5.0,
747,987682,1.0,1.0,,,,5.0,,,,,,,
748,835212,3.0,,,,4.0,,,,,5.0,,2.0,
749,882276,,,,1.0,,,,,,,1.0,,
750,971110,1.0,,1.0,,,,,,,,4.0,,
751,414744,,5.0,1.0,,,,1.0,5.0,1.0,4.0,,1.0,
752,537286,,4.0,1.0,,,,,1.0,,3.0,,,
753,1123226,,,,1.0,,,,,,,,,
754,1170626,,,1.0,,,,,4.0,2.0,,3.0,,
755,1016996,4.0,,,1.0,,5.0,,,,,4.0,,
756,1046992,,,,,,4.0,3.0,4.0,4.0,,,,
757,929526,,,,4.0,,4.0,5.0,,3.0,,1.0,,
758,631276,,,,,,,,,,,,,
759,86558,1.0,,1.0,,,1.0,1.0,,,5.0,,,
760,615600,,5.0,1.0,,,,,,2.0,,,,
761,799434,,,4.0,,5.0,2.0,,,,,,1.0,
762,1088656,,1.0,,,,,,,,,,,
763,674354,,,,,2.0,,4.0,,,,3.0,,
764,1187758,,,,2.0,,,,,,,,,
765,548764,,1.0,,5.0,3.0,,,,3.0,,,4.0,
766,410576,,4.0,3.0,,,,,,,,1.0,,
767,501384,,2.0,,,1.0,5.0,,,1.0,1.0,1.0,5.0,
768,59725,4.0,1.0,,,,,,,,,,,
769,47504,,1.0,,,,2.0,3.0,,,2.0,1.0,,
770,1257502,,,1.0,,,,2.0,,,,,,
771,304426,,2.0,,4.0,5.0,,,,3.0,,4.0,4.0,
772,581598,,,,,,,,5.0,3.0,,,,
773,328842,,4.0,,,5.0,,,,,,,,
774,541824,,,,,,,,,,,,,
775,103144,,4.0,5.0,2.0,,,,4.0,,,,,
776,937150,4.0,,4.0,,,,3.0,,3.0,4.0,,,
777,1215926,,,,,,1.0,,,,,,,
778,1035638,,,,4.0,,2.0,,,4.0,5.0,5.0,,
779,1249146,,3.0,,,,,,,,,,4.0,
780,1233894,,,,2.0,,3.0,,3.0,2.0,,,5.0,
781,975910,,,,,1.0,,,,,,,,
782,1221942,,,,3.0,,,2.0,4.0,,5.0,,,
783,1169196,3.0,1.0,5.0,1.0,,,,5.0,,5.0,,5.0,
784,1271182,,2.0,,,,,,,,2.0,2.0,,
785,1233302,,3.0,,,,,3.0,,3.0,2.0,1.0,,
786,1231958,,,,,,,,,2.0,,5.0,,
787,837322,,,,5.0,,,3.0,,,,2.0,,
788,1157298,,,,,2.0,,,,,2.0,2.0,,
789,42645,,4.0,2.0,,,,,5.0,,,,,
790,355622,3.0,,,,4.0,2.0,4.0,,,,,,
791,514036,,,,,,,2.0,,,,,3.0,
792,45136,,2.0,,,,,2.0,,,,,1.0,
793,371574,,,,,,,,5.0,,,,4.0,
794,915964,,3.0,,,5.0,4.0,,,3.0,,3.0,,
795,1209556,5.0,,,,,,,5.0,,,,,
796,412856,3.0,,4.0,,,5.0,,,,,,,
797,42651,2.0,,,3.0,5.0,,,,,2.0,,5.0,
798,294914,,,,,,,,,,,,,
799,219306,,,,1.0,3.0,2.0,,5.0,,,5.0,,
800,652768,,,,,,4.0,,4.0,2.0,4.0,,,
801,42197,,,,,,,,4.0,,3.0,3.0,,
802,936298,,,,,,,1.0,,,,3.0,,
803,885443,4.0,,,,,,2.0,,,,,4.0,
804,585208,3.0,,,,5.0,,4.0,,,4.0,,,
805,386922,4.0,,,,,,1.0,,,,,,
806,1023650,2.0,,,1.0,,,,,,,3.0,,
807,676764,,,,,,,,2.0,,,,,
808,696342,,1.0,,,,,,,,,,3.0,
809,41145,,,,,1.0,,1.0,,,,,,
810,145220,,,1.0,,,,4.0,,,,,,
811,868686,,,,,,,1.0,,2.0,,,,
812,745110,1.0,,,,2.0,,,3.0,,,,,
813,745832,,,3.0,,,3.0,,,,2.0,,,
814,43778,,,,2.0,,,2.0,,,4.0,,,
815,19653,,,,,,,1.0,,3.0,,,4.0,
816,1013190,,,,3.0,,,,5.0,,,,1.0,
817,824034,,,1.0,,,,,1.0,,,,,
818,370440,5.0,,,,,,,,,,,2.0,
819,312860,,,,,,,5.0,,5.0,,4.0,4.0,
820,168358,,,,4.0,2.0,,,,,5.0,5.0,,
821,721746,,,,4.0,2.0,3.0,,5.0,,2.0,,,
822,885342,,1.0,,,,,,,,3.0,2.0,,
823,811416,,,,,,2.0,3.0,,1.0,,,,
824,35131,4.0,,3.0,3.0,5.0,2.0,2.0,,,,,1.0,
825,570844,4.0,,,,,3.0,4.0,5.0,4.0,5.0,4.0,,
826,189996,1.0,,,1.0,,,,,,,,,
827,716828,,2.0,,1.0,4.0,,,,,,,,
828,702138,5.0,,,,,,,,,,,,
829,130298,,,3.0,,4.0,,,,,1.0,3.0,,
830,709536,,,,,1.0,4.0,,4.0,,,4.0,,
831,706942,1.0,4.0,,4.0,,,,,3.0,,,,
832,297762,,,4.0,1.0,1.0,1.0,2.0,,,,5.0,,
833,614472,,2.0,1.0,5.0,4.0,,2.0,,,1.0,,,
834,463834,,,,,2.0,,,,,4.0,,,
835,934614,5.0,,,1.0,,,,,,,5.0,,
836,430968,2.0,3.0,,2.0,,,5.0,4.0,,,,,
837,305368,,2.0,,5.0,,,,,,,,,
838,179446,4.0,,,,,,,,1.0,,1.0,,
839,443502,3.0,,,5.0,,,,,,,,,
840,414246,,4.0,,,,2.0,,,,,,2.0,
841,571506,,5.0,,,3.0,,3.0,,1.0,,3.0,4.0,
842,1101382,,,,,,,1.0,,,,,,
843,638966,,1.0,,,,,,,1.0,,1.0,,
844,757508,,,,,,,,,,,2.0,4.0,
845,180384,,,,,,,,3.0,4.0,,,,
846,812798,,,,,5.0,,5.0,,,,,,
847,364206,,,2.0,5.0,,,,,,3.0,,,
848,742142,,2.0,,,,2.0,3.0,,1.0,4.0,,,
849,895030,1.0,3.0,,,,3.0,,,,,,,
850,516168,,2.0,1.0,,,,,,,,,2.0,
851,612528,,,,,,2.0,4.0,4.0,,,,5.0,
852,597084,,,,5.0,,5.0,4.0,,,,,,
853,544556,,,3.0,,,4.0,,2.0,,4.0,,,
854,953490,,,,,,,,,,4.0,,,
855,221872,,,2.0,,,,,,,,,,
856,662318,,,,5.0,,,,,,2.0,,,
857,73044,3.0,,4.0,1.0,,,,,,,4.0,,
858,714188,,,,4.0,,,,,,,5.0,,
859,548044,,,,,,,,,,5.0,,,
860,498360,,,,,,,5.0,,,,,,
861,425338,,,,,3.0,,2.0,,,,,,
862,164102,,,2.0,3.0,4.0,2.0,,,,1.0,3.0,2.0,
863,902888,,,,,,4.0,5.0,,,,,,
864,245822,5.0,,2.0,,,,,2.0,,,,,
865,729128,3.0,,3.0,,,5.0,1.0,,,,,3.0,
866,773650,,,,,,,,,4.0,,,1.0,
867,466632,,,,5.0,3.0,,2.0,,,,,,
868,466774,,1.0,,,,,,,,,,,
869,442114,,,,5.0,2.0,,,,4.0,,2.0,,
870,781954,,,,2.0,,4.0,,,,,2.0,4.0,
871,902150,,3.0,1.0,,,3.0,,,,,2.0,1.0,
872,1169188,,2.0,,,,,5.0,1.0,,,,,
873,1201912,,4.0,5.0,,,,,,,,,,
874,167316,1.0,5.0,5.0,,,,2.0,,2.0,,,2.0,
875,1028656,4.0,,5.0,2.0,,,,,,,5.0,,
876,645890,,4.0,2.0,,,,,,2.0,3.0,2.0,2.0,
877,559328,,,5.0,3.0,,,,,,,,,
878,1225194,,,,,3.0,,,,,,,4.0,
879,734280,,5.0,3.0,,,,,,,1.0,4.0,,
880,1164568,,5.0,1.0,,,,,,,,,2.0,
881,43291,,,,,,,,,3.0,,,,
882,1034560,4.0,,,,4.0,,,,,3.0,,,
883,871682,5.0,,4.0,3.0,,1.0,,,1.0,,,,
884,1057040,3.0,,,2.0,2.0,,,,3.0,,,,
885,1032648,2.0,5.0,,,4.0,1.0,,2.0,4.0,,,,
886,1087466,,,1.0,,,1.0,,,,,,,
887,1058852,,,,4.0,3.0,,5.0,1.0,,1.0,,1.0,
888,1083744,2.0,,5.0,,4.0,,,3.0,,2.0,,1.0,
889,1271430,,,,,,,4.0,,,,,,
890,715476,2.0,,3.0,,,1.0,,,1.0,,,,
891,1219820,,,,,,3.0,,,,,4.0,,
892,627332,5.0,,2.0,,3.0,,,1.0,,,,,
893,1136038,4.0,,,1.0,,3.0,,,,,1.0,,
894,1035638,4.0,,,,,,,,,,,,
895,1232282,,5.0,,,,,,,3.0,,,3.0,
896,41961,,,,,,,,1.0,,1.0,,,
897,42040,3.0,,,3.0,,,2.0,1.0,,5.0,,,
898,1039442,5.0,,,,,,,,,,,,
899,615602,,,,,5.0,3.0,,4.0,4.0,,,,
900,235112,,1.0,5.0,,,,,,,,,,
901,551910,,3.0,,,1.0,,,,,,,3.0,
902,1051430,,2.0,,,,,,,,3.0,,,
903,828596,,,2.0,,3.0,,1.0,,1.0,4.0,,1.0,
904,258894,,,,,,4.0,,,,,,,
905,138560,1.0,,2.0,,1.0,,,,,,,,
906,689868,4.0,,,,3.0,,,,2.0,1.0,,,
907,1020244,,1.0,2.0,4.0,,3.0,,,,,5.0,,
908,858764,2.0,3.0,,,,,,1.0,,4.0,3.0,,
909,941310,,,,3.0,,,,,,,,,
910,1214144,,,,,,,,3.0,,,,,
911,492344,,,,,,,,2.0,3.0,,1.0,,
912,815672,,,3.0,,3.0,,,,,,,,
913,376712,,4.0,,3.0,,,,,,1.0,3.0,,
914,869716,,,,,,,,,,4.0,,,
915,754156,,2.0,,,,,,2.0,,3.0,,1.0,
916,709816,,,,,4.0,,2.0,,,2.0,,,
917,680046,,,,,,,3.0,,,,,,
918,1138162,,,,3.0,,,3.0,1.0,,3.0,3.0,,
919,829182,,3.0,2.0,,3.0,3.0,,,,,,2.0,
920,1163242,,,,,,,1.0,,4.0,4.0,4.0,,
921,46933,,,,,,,3.0,,,,4.0,,
922,954842,,4.0,5.0,1.0,2.0,3.0,,,,,,2.0,
923,868112,2.0,,2.0,,4.0,2.0,5.0,,5.0,,,1.0,
924,1056242,,,,,,2.0,,2.0,5.0,5.0,3.0,,
925,113712,,,4.0,1.0,3.0,,,,,1.0,,,
926,146454,1.0,3.0,,,,,,,,3.0,,,
927,56926,,3.0,,,,,5.0,,2.0,2.0,,,
928,589778,,,,,4.0,,,,,,,,
929,1113702,,,,,1.0,,,,,,,,
930,1072220,1.0,2.0,,2.0,,,2.0,,,,5.0,,
931,101038,,,,2.0,,,2.0,2.0,,,2.0,,
932,417088,,,,,,4.0,,,,1.0,,,
933,258954,4.0,,,2.0,,1.0,5.0,,,5.0,1.0,,
934,298044,,1.0,4.0,,,5.0,,,,2.0,,3.0,
935,593962,,,1.0,,,4.0,,4.0,,,,,
936,941520,,,,,,,,,3.0,,,2.0,
937,64173,3.0,,4.0,3.0,5.0,,3.0,,,,5.0,,
938,371828,,5.0,,2.0,2.0,,1.0,,,,,,
939,974954,,2.0,,,1.0,,,,,,,,
940,818572,,3.0,,,,,,,,,3.0,4.0,
941,115752,,5.0,,,,2.0,,5.0,,,,,
942,731150,,,,,,,,3.0,,,,,
943,627772,3.0,1.0,,,,2.0,,,4.0,,3.0,,
944,850726,3.0,,,,,,2.0,,5.0,,,,
945,136244,,4.0,2.0,,,,,,,3.0,2.0,,
946,485889,,,,3.0,1.0,,,,,,,,
947,507778,,5.0,,,,3.0,,,,3.0,4.0,,
948,422918,2.0,,,,2.0,,4.0,,,,,,
949,362530,,,1.0,,,,,,,,5.0,,
950,579642,,,,1.0,,,,,,,,,
951,1022796,,,4.0,,,,1.0,2.0,,,,,
952,793084,,,,5.0,,,,,,1.0,2.0,,
953,881062,,,,,2.0,,,2.0,,,,,
954,838260,,,,,,,,2.0,,1.0,,3.0,
955,380542,3.0,,,2.0,,3.0,,2.0,,,,1.0,
956,772480,,,,,,,,,,,,2.0,
957,576906,,2.0,3.0,2.0,3.0,,4.0,3.0,,,1.0,,
958,410196,,,,,,,,,,,3.0,,
959,581662,,,1.0,1.0,,5.0,,,2.0,,,,
960,1088102,3.0,,,,,,,,3.0,2.0,3.0,,
961,788756,,,2.0,,,,,,,,,,
962,380206,,5.0,,,,,,,,,,,
963,160322,2.0,,2.0,,,,,4.0,2.0,,,,
964,610812,,,,,5.0,3.0,,,,2.0,,,
965,288256,,,,4.0,,,,,,,,,
966,662996,4.0,5.0,,,,,,,5.0,,2.0,,
967,101234,,,2.0,,,5.0,,,5.0,3.0,1.0,,
968,1113442,,,,,,,1.0,,,,2.0,1.0,
969,746366,,,,,2.0,,,,,,5.0,,
970,186556,3.0,,,,3.0,,,1.0,,,2.0,,
971,179500,,,,,,,4.0,,,,,3.0,
972,304000,,1.0,,,,,,,,,,1.0,
973,334838,,,,,4.0,,5.0,2.0,,,,1.0,
974,302456,,,,,,,,1.0,,,,,
975,537748,,,4.0,,3.0,,,,,,,,
976,378464,2.0,,,,3.0,,,2.0,,3.0,,,
977,532216,,,2.0,1.0,,,,,,,1.0,,
978,41973,,4.0,,,,4.0,,,,,,,
979,138004,1.0,5.0,,2.0,2.0,,,3.0,4.0,3.0,,5.0,
980,94532,1.0,3.0,,,,,,2.0,4.0,,,,
981,467238,,,,,,,,,,,,4.0,
982,850294,,1.0,4.0,,,,5.0,4.0,,,,,
983,1110256,,,,,3.0,,,,2.0,,,,
984,439210,,,,,,,,1.0,,,5.0,,
985,597164,4.0,,4.0,,5.0,,2.0,5.0,,2.0,,,
986,773502,,,4.0,,,,3.0,,4.0,,,5.0,
987,262818,3.0,4.0,2.0,,2.0,,,,,,,,
988,255046,,,,,,,5.0,3.0,,,,,
989,295909,2.0,,,,1.0,,,,,,,1.0,
990,1153876,2.0,,4.0,,5.0,,,3.0,,,,,
991,83736,,,,,3.0,3.0,1.0,,,,,,
992,75182,,4.0,,,,,,,,,,2.0,
993,236070,,,,,,,4.0,,,,,,
994,788796,,,,,2.0,,,5.0,,,,,
995,508796,,,,1.0,,,,1.0,,,,,
996,739910,,,,1.0,,,,3.0,,,,5.0,
997,725872,1.0,,,,5.0,,,,,,,,
998,894336,,1.0,1.0,,,1.0,,,,,,,
999,334820,5.0,,,,,,,,3.0,,,,
1000,619786,5.0,,,,,,,,,,,,
1001,179820,,,,,,,,,,,3.0,5.0,
1002,322332,,,,,,,,,3.0,3.0,,,
1003,597424,,4.0,3.0,,,,,,,,,,
1004,1089610,,,3.0,,,,,,,,,,
1005,166842,,,,4.0,,,,4.0,,1.0,,,
1006,408232,,,,1.0,,5.0,,,,,,,
1007,249376,1.0,,,,,,,,5.0,,,,
1008,231256,,1.0,4.0,,,4.0,,,2.0,3.0,3.0,3.0,
1009,479496,5.0,,,,,,,1.0,,,,,
1010,944534,,,,,,5.0,,3.0,,,,4.0,
1011,1153854,,1.0,,3.0,,,,2.0,3.0,,,,
1012,74028,,,,,,,,,,,,,
